step,wall_time,tau_rnea_Rotation,tau_rnea_Pitch,tau_rnea_Elbow,tau_rnea_Wrist_Pitch,tau_rnea_Wrist_Roll,tau_rnea_Jaw,load_Rotation,load_Pitch,load_Elbow,load_Wrist_Pitch,load_Wrist_Roll,load_Jaw,current_Rotation,current_Pitch,current_Elbow,current_Wrist_Pitch,current_Wrist_Roll,current_Jaw
276,1785849411.1123,0.00563,-0.45592,-0.39755,-0.04664,-0.00009,0.00072,-64.0,72.0,-108.0,28.0,32.0,-24.0,2.0,3.0,0.0,0.0,0.0,0.0
277,1785849411.1457,-0.00033,-0.45664,-0.39932,-0.04607,-0.00002,0.00071,-36.0,232.0,-124.0,28.0,-32.0,32.0,0.0,22.0,0.0,0.0,0.0,0.0
278,1785849411.1791,-0.00680,-0.45073,-0.39607,-0.04437,0.00006,0.00067,-64.0,156.0,128.0,68.0,32.0,0.0,1.0,8.0,7.0,2.0,0.0,0.0
279,1785849411.2125,-0.00836,-0.44678,-0.39138,-0.04409,0.00009,0.00068,44.0,0.0,172.0,60.0,80.0,-20.0,0.0,0.0,13.0,1.0,1.0,0.0
280,1785849411.2459,-0.00449,-0.44137,-0.38464,-0.04428,0.00007,0.00070,-28.0,20.0,56.0,92.0,44.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
281,1785849411.2793,0.00407,-0.43547,-0.37663,-0.04353,-0.00001,0.00069,-60.0,136.0,-108.0,144.0,-156.0,24.0,1.0,5.0,2.0,3.0,6.0,1.0
282,1785849411.3127,0.00690,-0.42929,-0.37046,-0.04179,-0.00006,0.00063,0.0,80.0,32.0,-52.0,-68.0,40.0,0.0,4.0,2.0,2.0,0.0,1.0
283,1785849411.3461,0.00553,-0.42990,-0.37011,-0.04040,-0.00009,0.00059,-96.0,48.0,48.0,-32.0,48.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0
284,1785849411.3795,0.00076,-0.43512,-0.37546,-0.04123,-0.00010,0.00062,-80.0,120.0,-120.0,112.0,-52.0,36.0,1.0,6.0,2.0,3.0,1.0,0.0
285,1785849411.4130,-0.00259,-0.43468,-0.37950,-0.04269,-0.00012,0.00066,-64.0,148.0,-156.0,196.0,-24.0,20.0,1.0,4.0,0.0,4.0,0.0,0.0
286,1785849411.4463,-0.00540,-0.42641,-0.38019,-0.04423,-0.00010,0.00070,60.0,52.0,48.0,52.0,60.0,-24.0,2.0,1.0,2.0,0.0,1.0,0.0
287,1785849411.4797,-0.00811,-0.42183,-0.37921,-0.04491,-0.00002,0.00071,32.0,60.0,44.0,76.0,100.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0
288,1785849411.5131,-0.00931,-0.42362,-0.38257,-0.04634,0.00004,0.00074,-68.0,80.0,-52.0,96.0,52.0,-20.0,1.0,3.0,1.0,2.0,0.0,0.0
289,1785849411.5464,-0.00744,-0.42883,-0.38614,-0.04702,0.00005,0.00076,-60.0,28.0,-48.0,-36.0,152.0,32.0,1.0,1.0,0.0,1.0,3.0,0.0
290,1785849411.5800,-0.00385,-0.43222,-0.38576,-0.04502,0.00006,0.00070,32.0,-208.0,144.0,-20.0,-44.0,28.0,1.0,6.0,8.0,0.0,2.0,0.0
291,1785849411.6133,-0.00249,-0.44640,-0.38576,-0.04401,0.00005,0.00068,-24.0,-176.0,212.0,-160.0,-32.0,-24.0,0.0,0.0,5.0,4.0,0.0,0.0
292,1785849411.6467,-0.00434,-0.46299,-0.38584,-0.04193,0.00006,0.00061,20.0,32.0,44.0,64.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
293,1785849411.6801,-0.00441,-0.47026,-0.38776,-0.04245,0.00004,0.00063,40.0,48.0,24.0,44.0,108.0,-64.0,0.0,0.0,0.0,0.0,2.0,1.0
294,1785849411.7135,-0.00216,-0.46975,-0.38407,-0.04143,0.00003,0.00062,72.0,-160.0,224.0,-64.0,44.0,20.0,1.0,5.0,12.0,1.0,0.0,0.0
295,1785849411.7469,0.00342,-0.47161,-0.37623,-0.03945,-0.00001,0.00056,-32.0,-48.0,152.0,-108.0,80.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
296,1785849411.7802,0.00572,-0.47009,-0.37159,-0.03908,-0.00000,0.00056,36.0,56.0,96.0,-40.0,-28.0,28.0,1.0,0.0,1.0,1.0,0.0,0.0
297,1785849411.8136,0.00495,-0.46923,-0.37180,-0.03925,0.00002,0.00057,-52.0,-116.0,160.0,20.0,68.0,44.0,0.0,2.0,5.0,0.0,1.0,0.0
298,1785849411.8471,0.00305,-0.47830,-0.37398,-0.03963,0.00004,0.00058,-44.0,48.0,-36.0,56.0,-44.0,-32.0,0.0,2.0,1.0,1.0,1.0,0.0
299,1785849411.8804,-0.00151,-0.48213,-0.37665,-0.04071,0.00008,0.00061,44.0,24.0,-96.0,112.0,60.0,60.0,1.0,0.0,1.0,1.0,2.0,1.0
300,1785849411.9139,-0.00749,-0.48150,-0.38039,-0.04227,0.00017,0.00063,-20.0,-44.0,84.0,24.0,68.0,-28.0,0.0,0.0,3.0,0.0,1.0,0.0
301,1785849411.9472,-0.01196,-0.48144,-0.38142,-0.04336,0.00024,0.00065,-28.0,20.0,140.0,56.0,-32.0,24.0,0.0,0.0,5.0,1.0,0.0,0.0
302,1785849412.0630,-0.00980,-0.48398,-0.38227,-0.04496,0.00023,0.00069,-24.0,20.0,76.0,20.0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0
303,1785849412.0963,-0.00118,-0.48160,-0.37932,-0.04450,0.00012,0.00069,112.0,-64.0,164.0,-28.0,-120.0,116.0,4.0,0.0,9.0,0.0,5.0,5.0
304,1785849412.1296,0.00965,-0.48313,-0.37411,-0.04319,-0.00003,0.00064,112.0,-52.0,260.0,-44.0,-272.0,20.0,2.0,0.0,11.0,0.0,8.0,0.0
305,1785849412.1630,0.01649,-0.48838,-0.37100,-0.04289,-0.00017,0.00065,-52.0,-64.0,100.0,48.0,-172.0,56.0,0.0,0.0,1.0,1.0,0.0,1.0
306,1785849412.1964,0.01584,-0.49483,-0.37056,-0.04239,-0.00024,0.00063,-80.0,-68.0,132.0,-28.0,56.0,48.0,2.0,0.0,7.0,0.0,2.0,0.0
307,1785849412.2299,0.01180,-0.50448,-0.37488,-0.04345,-0.00023,0.00067,-80.0,64.0,44.0,44.0,96.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0
308,1785849412.2632,0.00587,-0.50921,-0.37740,-0.04376,-0.00019,0.00066,-44.0,88.0,-84.0,120.0,116.0,20.0,0.0,3.0,0.0,2.0,0.0,0.0
309,1785849412.2966,-0.00360,-0.51169,-0.38064,-0.04476,-0.00009,0.00067,-68.0,0.0,-44.0,80.0,-36.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
310,1785849412.3300,-0.01216,-0.51347,-0.38220,-0.04588,0.00003,0.00070,0.0,-72.0,56.0,136.0,60.0,44.0,0.0,1.0,1.0,3.0,1.0,1.0
311,1785849412.3634,-0.01552,-0.51431,-0.38114,-0.04655,0.00010,0.00071,-52.0,32.0,76.0,-52.0,24.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
312,1785849412.3969,-0.01237,-0.51505,-0.38230,-0.04742,0.00008,0.00074,48.0,-36.0,52.0,-28.0,104.0,-24.0,1.0,0.0,2.0,1.0,4.0,0.0
313,1785849412.4302,-0.00597,-0.51348,-0.38296,-0.04792,0.00004,0.00077,76.0,48.0,-32.0,76.0,140.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
314,1785849412.4635,-0.00087,-0.51355,-0.38444,-0.04942,0.00003,0.00082,-40.0,0.0,-108.0,112.0,-40.0,24.0,1.0,0.0,1.0,1.0,2.0,0.0
315,1785849412.4970,0.00186,-0.51531,-0.38579,-0.04971,0.00003,0.00082,44.0,40.0,-56.0,0.0,84.0,20.0,1.0,1.0,0.0,0.0,3.0,0.0
316,1785849412.5304,0.00174,-0.51683,-0.38738,-0.04967,0.00005,0.00082,40.0,-36.0,44.0,92.0,80.0,28.0,1.0,0.0,1.0,2.0,1.0,0.0
317,1785849412.5637,0.00215,-0.52472,-0.39165,-0.05104,0.00006,0.00085,-28.0,-136.0,160.0,132.0,-28.0,40.0,0.0,2.0,6.0,1.0,0.0,0.0
318,1785849412.5971,0.00311,-0.53575,-0.39366,-0.05245,0.00004,0.00089,0.0,72.0,60.0,-84.0,64.0,36.0,0.0,4.0,0.0,4.0,2.0,0.0
319,1785849412.6305,0.00219,-0.53537,-0.39176,-0.05179,0.00003,0.00087,0.0,72.0,24.0,-100.0,72.0,20.0,0.0,1.0,0.0,3.0,1.0,0.0
320,1785849412.6640,0.00003,-0.52841,-0.38730,-0.05022,0.00004,0.00082,32.0,-40.0,108.0,36.0,-40.0,40.0,1.0,1.0,4.0,0.0,1.0,1.0
321,1785849412.6973,-0.00241,-0.52820,-0.38517,-0.05036,0.00004,0.00082,60.0,-32.0,160.0,-36.0,20.0,32.0,1.0,0.0,5.0,0.0,0.0,0.0
322,1785849412.7307,-0.00243,-0.52647,-0.38163,-0.05054,0.00004,0.00084,-20.0,56.0,88.0,-68.0,68.0,48.0,0.0,1.0,2.0,2.0,2.0,1.0
323,1785849412.7641,-0.00035,-0.52129,-0.37589,-0.04923,0.00004,0.00081,-24.0,-104.0,144.0,-32.0,84.0,32.0,0.0,1.0,5.0,0.0,1.0,0.0
324,1785849412.7974,0.00216,-0.52326,-0.37195,-0.04777,0.00004,0.00077,56.0,-76.0,192.0,-84.0,84.0,28.0,1.0,0.0,6.0,3.0,1.0,0.0
325,1785849412.8309,0.00455,-0.53389,-0.37415,-0.04783,0.00005,0.00077,104.0,-24.0,84.0,-32.0,48.0,52.0,3.0,0.0,1.0,0.0,0.0,1.0
326,1785849412.8642,0.00490,-0.54461,-0.38004,-0.04912,0.00007,0.00082,48.0,32.0,-124.0,40.0,60.0,-24.0,2.0,0.0,4.0,0.0,1.0,0.0
327,1785849412.8976,0.00511,-0.55345,-0.38579,-0.04920,0.00009,0.00081,-36.0,-52.0,-120.0,-20.0,28.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0
328,1785849412.9310,0.00406,-0.56123,-0.38965,-0.04873,0.00010,0.00079,-20.0,-88.0,-36.0,48.0,72.0,32.0,0.0,2.0,0.0,1.0,2.0,0.0
329,1785849412.9644,0.00198,-0.56825,-0.39280,-0.04944,0.00011,0.00080,-32.0,-56.0,132.0,56.0,-24.0,-20.0,0.0,0.0,3.0,0.0,0.0,0.0
330,1785849412.9978,-0.00040,-0.57462,-0.39723,-0.05152,0.00011,0.00086,-32.0,100.0,40.0,20.0,-36.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0
331,1785849413.0312,-0.00286,-0.57538,-0.39840,-0.05223,0.00012,0.00087,24.0,52.0,-32.0,-48.0,-68.0,36.0,0.0,1.0,0.0,1.0,2.0,1.0
332,1785849413.0645,-0.00242,-0.56725,-0.39243,-0.05081,0.00010,0.00083,-20.0,36.0,60.0,-40.0,32.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
333,1785849413.0980,0.00110,-0.55929,-0.38691,-0.05014,0.00007,0.00081,-48.0,88.0,0.0,32.0,64.0,28.0,1.0,3.0,0.0,0.0,1.0,0.0
334,1785849413.1315,0.00391,-0.55354,-0.38462,-0.05051,0.00005,0.00083,32.0,20.0,88.0,-124.0,-20.0,32.0,0.0,0.0,2.0,6.0,1.0,0.0
335,1785849413.1648,0.00461,-0.55159,-0.38494,-0.05109,0.00007,0.00085,-24.0,56.0,140.0,20.0,-88.0,-20.0,1.0,1.0,3.0,1.0,2.0,0.0
336,1785849413.1982,0.00357,-0.54693,-0.38240,-0.05156,0.00007,0.00087,-72.0,104.0,0.0,0.0,64.0,24.0,1.0,5.0,0.0,0.0,2.0,0.0
337,1785849413.2315,0.00383,-0.54090,-0.37746,-0.05075,0.00007,0.00085,-60.0,64.0,80.0,-84.0,-24.0,32.0,0.0,2.0,2.0,2.0,1.0,1.0
338,1785849413.2650,0.00299,-0.54057,-0.37616,-0.05009,0.00007,0.00083,-40.0,-32.0,184.0,-116.0,-40.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0
339,1785849413.2983,0.00232,-0.55033,-0.38019,-0.05033,0.00005,0.00084,0.0,40.0,116.0,-32.0,-80.0,-20.0,0.0,1.0,3.0,0.0,1.0,0.0
340,1785849413.3317,0.00065,-0.56043,-0.38421,-0.05068,0.00004,0.00085,-64.0,-96.0,44.0,44.0,60.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0
341,1785849413.3651,-0.00053,-0.56668,-0.38350,-0.04957,0.00004,0.00081,-108.0,-64.0,-56.0,-48.0,68.0,-20.0,4.0,0.0,0.0,2.0,0.0,0.0
342,1785849413.3985,-0.00149,-0.56798,-0.38052,-0.04808,0.00004,0.00077,-28.0,44.0,84.0,-20.0,-24.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0
343,1785849413.4319,-0.00275,-0.56870,-0.38139,-0.04854,0.00005,0.00079,-68.0,140.0,104.0,-100.0,60.0,-28.0,2.0,5.0,3.0,4.0,1.0,0.0
344,1785849413.4652,-0.00699,-0.56911,-0.38382,-0.04955,0.00008,0.00081,0.0,92.0,-32.0,-60.0,-24.0,28.0,0.0,4.0,0.0,0.0,0.0,0.0
345,1785849413.4986,-0.01076,-0.56705,-0.38272,-0.04893,0.00010,0.00079,-76.0,76.0,-188.0,136.0,64.0,-24.0,2.0,3.0,6.0,2.0,1.0,1.0
346,1785849413.5321,-0.01091,-0.56223,-0.38170,-0.04927,0.00011,0.00079,24.0,92.0,-116.0,112.0,32.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
347,1785849413.5654,-0.00503,-0.56213,-0.38411,-0.05073,0.00009,0.00084,-24.0,52.0,-40.0,-32.0,72.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
348,1785849413.5988,-0.00134,-0.56753,-0.38935,-0.05182,0.00010,0.00086,40.0,116.0,-120.0,52.0,104.0,-64.0,1.0,6.0,3.0,1.0,1.0,2.0
349,1785849413.6322,0.00064,-0.56912,-0.39470,-0.05320,0.00015,0.00092,20.0,80.0,-52.0,0.0,100.0,-56.0,0.0,2.0,0.0,0.0,2.0,0.0
350,1785849413.6656,-0.00116,-0.56592,-0.39667,-0.05426,0.00025,0.00096,-44.0,24.0,68.0,44.0,68.0,104.0,1.0,1.0,2.0,0.0,0.0,3.0
351,1785849413.6990,-0.00371,-0.56610,-0.39989,-0.05661,0.00034,0.00102,-64.0,-40.0,-24.0,24.0,24.0,48.0,2.0,0.0,0.0,0.0,0.0,0.0
352,1785849413.8166,-0.00545,-0.56987,-0.40281,-0.05762,0.00039,0.00104,-32.0,28.0,0.0,0.0,32.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0
353,1785849413.8499,-0.00556,-0.57538,-0.40469,-0.05719,0.00036,0.00101,44.0,20.0,96.0,32.0,-96.0,64.0,1.0,0.0,4.0,0.0,3.0,2.0
354,1785849413.8832,-0.00438,-0.58388,-0.40534,-0.05654,0.00028,0.00099,72.0,-108.0,308.0,-28.0,-228.0,40.0,0.0,1.0,14.0,0.0,6.0,1.0
355,1785849413.9166,0.00097,-0.58946,-0.40098,-0.05563,0.00014,0.00098,40.0,-56.0,352.0,-48.0,-176.0,64.0,0.0,0.0,13.0,0.0,1.0,1.0
356,1785849413.9501,0.00701,-0.58345,-0.39035,-0.05429,0.00000,0.00096,-36.0,56.0,280.0,-108.0,-60.0,20.0,0.0,2.0,10.0,1.0,0.0,0.0
357,1785849413.9835,0.01219,-0.56734,-0.37708,-0.05198,-0.00009,0.00091,24.0,104.0,232.0,-100.0,32.0,-20.0,0.0,4.0,12.0,0.0,0.0,0.0
358,1785849414.0168,0.01168,-0.55656,-0.36849,-0.05062,-0.00010,0.00087,44.0,-48.0,276.0,-152.0,-80.0,44.0,1.0,1.0,16.0,2.0,1.0,1.0
359,1785849414.0502,0.01033,-0.55638,-0.36675,-0.05078,-0.00007,0.00088,-32.0,-28.0,76.0,60.0,52.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
360,1785849414.0836,0.00919,-0.56389,-0.37004,-0.05177,0.00001,0.00091,-36.0,-124.0,108.0,68.0,56.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
361,1785849414.1170,0.00922,-0.58067,-0.37511,-0.05122,0.00006,0.00087,-40.0,-36.0,108.0,-72.0,-104.0,44.0,1.0,0.0,5.0,2.0,2.0,0.0
362,1785849414.1504,0.01027,-0.60190,-0.38472,-0.05205,0.00005,0.00088,-44.0,96.0,-24.0,-20.0,-28.0,-44.0,1.0,4.0,0.0,0.0,0.0,1.0
363,1785849414.1838,0.00561,-0.61545,-0.39537,-0.05334,0.00003,0.00092,-92.0,192.0,-76.0,76.0,-60.0,0.0,3.0,12.0,0.0,1.0,1.0,0.0
364,1785849414.2172,-0.00240,-0.61857,-0.40165,-0.05564,0.00005,0.00099,-88.0,36.0,80.0,-120.0,-172.0,40.0,2.0,1.0,3.0,3.0,4.0,0.0
365,1785849414.2506,-0.00937,-0.61204,-0.39958,-0.05557,0.00003,0.00099,-60.0,100.0,-28.0,-156.0,-32.0,32.0,1.0,4.0,0.0,3.0,0.0,0.0
366,1785849414.2840,-0.01473,-0.60213,-0.39568,-0.05385,0.00002,0.00095,48.0,108.0,76.0,20.0,84.0,20.0,1.0,5.0,3.0,0.0,2.0,0.0
367,1785849414.3174,-0.01450,-0.59823,-0.39473,-0.05438,0.00003,0.00096,60.0,128.0,164.0,-24.0,60.0,32.0,0.0,6.0,6.0,0.0,0.0,1.0
368,1785849414.3508,-0.01167,-0.59946,-0.39355,-0.05427,0.00006,0.00096,-20.0,44.0,44.0,-28.0,-40.0,-32.0,0.0,1.0,1.0,0.0,0.0,0.0
369,1785849414.3841,-0.00698,-0.59415,-0.38719,-0.05233,0.00007,0.00092,-24.0,-40.0,128.0,-72.0,108.0,32.0,0.0,0.0,7.0,1.0,3.0,1.0
370,1785849414.4176,-0.00413,-0.58914,-0.38153,-0.05079,0.00010,0.00087,0.0,164.0,260.0,-72.0,120.0,-28.0,0.0,10.0,14.0,1.0,2.0,0.0
371,1785849414.4510,-0.00369,-0.58972,-0.38092,-0.05059,0.00012,0.00086,36.0,136.0,124.0,-132.0,-92.0,-32.0,1.0,8.0,3.0,1.0,3.0,1.0
372,1785849414.4843,-0.00473,-0.59052,-0.38021,-0.04936,0.00011,0.00082,64.0,140.0,-64.0,72.0,-28.0,24.0,2.0,7.0,1.0,3.0,0.0,0.0
373,1785849414.5177,-0.00599,-0.58688,-0.37973,-0.04932,0.00011,0.00082,104.0,116.0,-136.0,148.0,32.0,-20.0,3.0,4.0,1.0,3.0,0.0,0.0
374,1785849414.5510,-0.00467,-0.58653,-0.38094,-0.04975,0.00010,0.00083,28.0,112.0,44.0,28.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
375,1785849414.5845,-0.00027,-0.59308,-0.38739,-0.05142,0.00004,0.00088,60.0,160.0,80.0,48.0,-24.0,0.0,1.0,12.0,2.0,1.0,0.0,0.0
376,1785849414.6180,0.00522,-0.60182,-0.39692,-0.05390,-0.00000,0.00096,20.0,228.0,-84.0,48.0,-64.0,0.0,0.0,21.0,1.0,1.0,2.0,0.0
377,1785849414.6512,0.01179,-0.60002,-0.39887,-0.05404,-0.00003,0.00096,-28.0,48.0,-48.0,-32.0,-28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
378,1785849414.6847,0.01319,-0.59327,-0.39482,-0.05279,-0.00003,0.00093,36.0,40.0,116.0,-72.0,-32.0,24.0,1.0,1.0,6.0,2.0,0.0,0.0
379,1785849414.7180,0.01068,-0.58497,-0.38866,-0.05242,-0.00001,0.00093,-36.0,120.0,168.0,56.0,40.0,-20.0,1.0,6.0,5.0,2.0,0.0,0.0
380,1785849414.7514,0.00686,-0.58242,-0.38617,-0.05218,0.00001,0.00092,-32.0,172.0,148.0,120.0,-36.0,0.0,0.0,9.0,8.0,2.0,1.0,0.0
381,1785849414.7848,0.00395,-0.58407,-0.38664,-0.05309,0.00002,0.00094,-56.0,-44.0,216.0,-80.0,-92.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0
382,1785849414.8182,0.00188,-0.58580,-0.38380,-0.05170,0.00003,0.00089,40.0,-48.0,64.0,48.0,-32.0,-20.0,1.0,0.0,1.0,2.0,1.0,0.0
383,1785849414.8516,0.00031,-0.58679,-0.38173,-0.05051,0.00004,0.00086,-56.0,128.0,0.0,116.0,-36.0,20.0,1.0,7.0,0.0,3.0,0.0,1.0
384,1785849414.8850,-0.00212,-0.59107,-0.38398,-0.05120,0.00005,0.00088,-20.0,108.0,136.0,-72.0,-96.0,0.0,0.0,5.0,9.0,2.0,3.0,0.0
385,1785849414.9183,-0.00400,-0.59483,-0.38729,-0.05181,0.00004,0.00091,28.0,68.0,68.0,48.0,-48.0,-24.0,0.0,2.0,3.0,2.0,0.0,0.0
386,1785849414.9518,-0.00311,-0.59513,-0.38985,-0.05335,0.00002,0.00096,-32.0,76.0,136.0,0.0,-20.0,-52.0,0.0,3.0,7.0,0.0,0.0,1.0
387,1785849414.9851,0.00175,-0.59092,-0.38821,-0.05364,-0.00000,0.00098,40.0,48.0,64.0,48.0,-76.0,-96.0,1.0,1.0,3.0,1.0,0.0,2.0
388,1785849415.0186,0.00682,-0.58670,-0.38437,-0.05250,-0.00005,0.00096,-40.0,100.0,-36.0,96.0,28.0,-156.0,1.0,4.0,0.0,3.0,0.0,3.0
389,1785849415.0521,0.01150,-0.58440,-0.38191,-0.05193,-0.00008,0.00098,36.0,36.0,168.0,72.0,-64.0,44.0,1.0,1.0,9.0,1.0,1.0,2.0
390,1785849415.0853,0.01081,-0.59065,-0.38414,-0.05266,-0.00007,0.00100,-36.0,-56.0,116.0,76.0,36.0,96.0,1.0,0.0,3.0,1.0,0.0,1.0
391,1785849415.1188,0.00375,-0.60063,-0.38757,-0.05323,-0.00004,0.00100,-112.0,72.0,-20.0,-56.0,-36.0,-28.0,3.0,2.0,0.0,2.0,0.0,0.0
392,1785849415.1521,-0.00706,-0.60686,-0.39037,-0.05303,0.00000,0.00102,-76.0,100.0,-20.0,-88.0,40.0,24.0,2.0,4.0,0.0,1.0,1.0,0.0
393,1785849415.1855,-0.01526,-0.60584,-0.38933,-0.05175,0.00003,0.00102,24.0,20.0,-72.0,128.0,-68.0,36.0,0.0,0.0,0.0,5.0,2.0,0.0
394,1785849415.2190,-0.01908,-0.60615,-0.38987,-0.05233,0.00003,0.00107,48.0,36.0,80.0,20.0,-76.0,-36.0,0.0,1.0,3.0,0.0,1.0,0.0
395,1785849415.2523,-0.02055,-0.60808,-0.39214,-0.05409,0.00004,0.00114,48.0,96.0,92.0,-80.0,116.0,-256.0,1.0,4.0,3.0,1.0,3.0,12.0
396,1785849415.2857,-0.01848,-0.60820,-0.39227,-0.05355,0.00005,0.00119,72.0,20.0,64.0,48.0,92.0,-400.0,1.0,0.0,1.0,1.0,1.0,16.0
397,1785849415.3191,-0.01612,-0.60250,-0.38762,-0.05256,0.00006,0.00128,-24.0,68.0,-84.0,20.0,72.0,-396.0,0.0,2.0,2.0,0.0,1.0,5.0
398,1785849415.3524,-0.00888,-0.59839,-0.38385,-0.05121,0.00007,0.00135,44.0,-40.0,0.0,64.0,84.0,-360.0,1.0,0.0,0.0,1.0,1.0,3.0
399,1785849415.3859,-0.00176,-0.59491,-0.38242,-0.05123,0.00009,0.00144,112.0,-24.0,76.0,-40.0,-24.0,-264.0,4.0,0.0,3.0,1.0,0.0,0.0
400,1785849415.4192,0.00132,-0.59513,-0.38479,-0.05265,0.00012,0.00156,128.0,80.0,112.0,-140.0,64.0,-84.0,4.0,3.0,2.0,3.0,2.0,0.0
401,1785849415.4526,0.00348,-0.59920,-0.38866,-0.05290,0.00012,0.00160,56.0,52.0,-40.0,52.0,80.0,-36.0,1.0,1.0,1.0,2.0,2.0,0.0
402,1785849415.5716,0.00751,-0.60833,-0.39281,-0.05211,0.00010,0.00166,68.0,0.0,-36.0,-20.0,40.0,-24.0,2.0,0.0,0.0,0.0,0.0,0.0
403,1785849415.6050,0.01336,-0.61593,-0.39530,-0.05180,0.00005,0.00168,120.0,-92.0,96.0,-108.0,-76.0,28.0,6.0,3.0,2.0,4.0,2.0,0.0
404,1785849415.6383,0.01638,-0.62626,-0.39689,-0.05059,0.00000,0.00166,76.0,-176.0,248.0,-204.0,-48.0,48.0,2.0,3.0,8.0,6.0,0.0,1.0
405,1785849415.6718,0.01405,-0.63912,-0.39654,-0.04823,-0.00001,0.00158,28.0,44.0,140.0,-84.0,52.0,56.0,1.0,2.0,0.0,0.0,0.0,0.0
406,1785849415.7051,0.00851,-0.64259,-0.39623,-0.04750,0.00001,0.00154,0.0,168.0,-32.0,36.0,48.0,96.0,0.0,7.0,1.0,0.0,0.0,3.0
407,1785849415.7384,0.00369,-0.62861,-0.38979,-0.04710,0.00004,0.00153,-32.0,116.0,-32.0,-56.0,-48.0,260.0,0.0,2.0,0.0,1.0,0.0,9.0
408,1785849415.7720,0.00715,-0.61637,-0.38304,-0.04565,-0.00001,0.00140,44.0,108.0,68.0,-96.0,-32.0,332.0,2.0,4.0,2.0,3.0,0.0,6.0
409,1785849415.8053,0.01085,-0.60456,-0.37590,-0.04407,-0.00007,0.00126,44.0,140.0,112.0,-220.0,56.0,236.0,0.0,7.0,5.0,8.0,1.0,0.0
410,1785849415.8386,0.01024,-0.59662,-0.37209,-0.04197,-0.00009,0.00113,-20.0,52.0,192.0,-104.0,-60.0,44.0,0.0,1.0,7.0,0.0,2.0,0.0
411,1785849415.8720,0.00750,-0.59823,-0.37404,-0.04282,-0.00008,0.00115,-108.0,188.0,24.0,44.0,-88.0,-160.0,3.0,13.0,0.0,0.0,1.0,5.0
412,1785849415.9054,0.00084,-0.59881,-0.37586,-0.04351,-0.00006,0.00121,-64.0,224.0,-136.0,-84.0,120.0,-232.0,0.0,14.0,3.0,1.0,4.0,3.0
413,1785849415.9388,-0.00700,-0.59412,-0.37662,-0.04282,0.00002,0.00125,-64.0,184.0,-140.0,-120.0,156.0,-108.0,0.0,9.0,1.0,1.0,2.0,0.0
414,1785849415.9722,-0.01254,-0.59316,-0.38080,-0.04203,0.00010,0.00125,44.0,184.0,-36.0,32.0,40.0,-20.0,1.0,5.0,0.0,1.0,0.0,0.0
415,1785849416.0056,-0.01335,-0.59927,-0.38965,-0.04401,0.00014,0.00131,64.0,184.0,80.0,-64.0,68.0,-76.0,1.0,9.0,2.0,1.0,1.0,0.0
416,1785849416.0390,-0.01151,-0.61002,-0.39916,-0.04508,0.00013,0.00137,20.0,116.0,112.0,-144.0,132.0,-64.0,0.0,5.0,4.0,2.0,2.0,0.0
417,1785849416.0723,-0.00777,-0.61371,-0.40063,-0.04304,0.00007,0.00134,0.0,204.0,88.0,88.0,68.0,-68.0,0.0,20.0,3.0,3.0,1.0,0.0
418,1785849416.1058,-0.00511,-0.61069,-0.39822,-0.04263,0.00002,0.00134,-40.0,344.0,-24.0,104.0,92.0,-52.0,1.0,38.0,0.0,1.0,1.0,0.0
419,1785849416.1391,-0.00419,-0.59828,-0.39380,-0.04295,0.00003,0.00134,-44.0,300.0,192.0,-88.0,120.0,-52.0,0.0,26.0,19.0,3.0,2.0,0.0
420,1785849416.1726,-0.00464,-0.58441,-0.38619,-0.04176,0.00014,0.00128,52.0,240.0,320.0,-256.0,260.0,-64.0,1.0,21.0,24.0,9.0,8.0,1.0
421,1785849416.2060,-0.00383,-0.56514,-0.37561,-0.04052,0.00027,0.00122,72.0,184.0,160.0,-168.0,304.0,-72.0,1.0,7.0,3.0,0.0,4.0,1.0
