step,wall_time,tau_rnea_Rotation,tau_rnea_Pitch,tau_rnea_Elbow,tau_rnea_Wrist_Pitch,tau_rnea_Wrist_Roll,tau_rnea_Jaw,load_Rotation,load_Pitch,load_Elbow,load_Wrist_Pitch,load_Wrist_Roll,load_Jaw,current_Rotation,current_Pitch,current_Elbow,current_Wrist_Pitch,current_Wrist_Roll,current_Jaw
422,1785849416.2393,-0.00581,-0.54702,-0.36695,-0.03971,0.00037,0.00119,-36.0,152.0,136.0,-84.0,184.0,48.0,0.0,7.0,8.0,0.0,0.0,1.0
423,1785849416.2728,-0.00599,-0.53600,-0.36194,-0.04053,0.00045,0.00123,32.0,200.0,228.0,-120.0,48.0,-40.0,0.0,12.0,13.0,2.0,0.0,0.0
424,1785849416.3062,-0.00267,-0.53268,-0.36082,-0.04145,0.00046,0.00129,-32.0,296.0,88.0,-220.0,-116.0,48.0,0.0,32.0,2.0,4.0,3.0,1.0
425,1785849416.3395,0.00315,-0.53110,-0.36224,-0.04039,0.00035,0.00130,92.0,240.0,40.0,-124.0,56.0,88.0,4.0,20.0,1.0,0.0,2.0,2.0
426,1785849416.3730,0.01122,-0.53596,-0.36713,-0.04003,0.00016,0.00129,120.0,232.0,44.0,44.0,180.0,140.0,3.0,23.0,1.0,2.0,5.0,2.0
427,1785849416.4063,0.01625,-0.54000,-0.37224,-0.04115,0.00001,0.00127,-56.0,276.0,-108.0,72.0,52.0,-64.0,1.0,16.0,1.0,1.0,0.0,1.0
428,1785849416.4398,0.01409,-0.53844,-0.37608,-0.04164,-0.00005,0.00126,20.0,264.0,-36.0,-48.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
429,1785849416.4731,0.00968,-0.52900,-0.37469,-0.04138,-0.00004,0.00121,-20.0,332.0,44.0,60.0,192.0,100.0,0.0,26.0,1.0,2.0,6.0,1.0
430,1785849416.5064,0.00404,-0.51227,-0.37179,-0.04325,0.00006,0.00118,-68.0,412.0,-176.0,-48.0,280.0,92.0,2.0,38.0,4.0,1.0,6.0,1.0
431,1785849416.5399,-0.00287,-0.48667,-0.36858,-0.04498,0.00018,0.00115,-20.0,360.0,-88.0,-136.0,288.0,268.0,0.0,21.0,0.0,3.0,2.0,11.0
432,1785849416.5732,-0.00584,-0.45948,-0.36517,-0.04696,0.00029,0.00108,100.0,304.0,-28.0,40.0,268.0,416.0,2.0,13.0,0.0,1.0,3.0,13.0
433,1785849416.6066,-0.00717,-0.43303,-0.35958,-0.04955,0.00041,0.00099,-28.0,272.0,-148.0,56.0,312.0,404.0,0.0,11.0,1.0,1.0,4.0,7.0
434,1785849416.6400,-0.00792,-0.41408,-0.35576,-0.04976,0.00049,0.00081,-32.0,208.0,36.0,92.0,312.0,244.0,0.0,6.0,2.0,2.0,5.0,0.0
435,1785849416.6733,-0.00671,-0.40399,-0.35359,-0.05085,0.00059,0.00073,28.0,212.0,96.0,-36.0,312.0,108.0,0.0,14.0,4.0,1.0,4.0,0.0
436,1785849416.7068,-0.00015,-0.39717,-0.35047,-0.05068,0.00065,0.00069,20.0,324.0,-76.0,-20.0,292.0,0.0,0.0,25.0,1.0,0.0,4.0,0.0
437,1785849416.7402,0.00783,-0.39020,-0.35028,-0.05101,0.00070,0.00068,96.0,204.0,-160.0,-28.0,296.0,112.0,4.0,8.0,1.0,0.0,4.0,2.0
438,1785849416.7735,0.01291,-0.38098,-0.35025,-0.05097,0.00073,0.00063,68.0,184.0,-108.0,-60.0,172.0,52.0,1.0,4.0,0.0,1.0,0.0,0.0
439,1785849416.8070,0.01738,-0.37057,-0.34792,-0.04997,0.00066,0.00057,-32.0,264.0,-60.0,-76.0,0.0,40.0,0.0,16.0,0.0,0.0,0.0,1.0
440,1785849416.8403,0.01754,-0.36892,-0.35108,-0.04941,0.00053,0.00055,-116.0,236.0,-240.0,124.0,36.0,20.0,3.0,20.0,5.0,4.0,0.0,0.0
441,1785849416.8738,0.01444,-0.37003,-0.35900,-0.05040,0.00043,0.00055,-80.0,228.0,-216.0,244.0,-64.0,68.0,4.0,6.0,0.0,8.0,1.0,2.0
442,1785849416.9071,0.00934,-0.37374,-0.36762,-0.05164,0.00035,0.00054,-80.0,188.0,-132.0,108.0,64.0,52.0,1.0,7.0,0.0,0.0,1.0,1.0
443,1785849416.9405,-0.00050,-0.37558,-0.37163,-0.05057,0.00033,0.00043,-124.0,304.0,-304.0,152.0,264.0,52.0,1.0,22.0,6.0,5.0,11.0,0.0
444,1785849416.9740,-0.00963,-0.36602,-0.37372,-0.04929,0.00037,0.00028,-20.0,376.0,-272.0,268.0,320.0,48.0,0.0,21.0,0.0,9.0,4.0,0.0
445,1785849417.0072,-0.01403,-0.35032,-0.37558,-0.05040,0.00051,0.00018,24.0,340.0,-244.0,264.0,252.0,44.0,0.0,17.0,0.0,6.0,0.0,1.0
446,1785849417.0406,-0.01438,-0.33291,-0.37585,-0.05223,0.00066,0.00015,-92.0,328.0,-276.0,156.0,196.0,64.0,2.0,13.0,0.0,0.0,1.0,2.0
447,1785849417.0740,-0.01051,-0.31646,-0.37157,-0.05074,0.00072,0.00010,0.0,332.0,-284.0,96.0,320.0,56.0,0.0,12.0,0.0,1.0,8.0,1.0
448,1785849417.1074,-0.00630,-0.29041,-0.36884,-0.05162,0.00081,0.00009,0.0,320.0,-256.0,160.0,280.0,44.0,0.0,11.0,0.0,3.0,0.0,1.0
449,1785849417.1408,-0.00164,-0.26657,-0.37281,-0.05586,0.00092,0.00014,24.0,332.0,-268.0,-52.0,176.0,48.0,0.0,13.0,0.0,2.0,0.0,1.0
450,1785849417.1741,0.00645,-0.23950,-0.38409,-0.06277,0.00107,0.00029,84.0,332.0,-276.0,-64.0,120.0,68.0,3.0,11.0,0.0,1.0,2.0,2.0
451,1785849417.2075,0.01424,-0.21503,-0.39932,-0.06973,0.00122,0.00044,0.0,316.0,-264.0,-160.0,208.0,28.0,0.0,10.0,0.0,3.0,4.0,0.0
452,1785849417.3238,0.01809,-0.17785,-0.41298,-0.07171,0.00130,0.00041,24.0,112.0,-20.0,32.0,44.0,32.0,1.0,4.0,0.0,1.0,1.0,0.0
453,1785849417.3571,0.02025,-0.17576,-0.41428,-0.07180,0.00131,0.00042,-96.0,-20.0,112.0,144.0,-92.0,52.0,4.0,0.0,5.0,7.0,3.0,1.0
454,1785849417.3904,0.02146,-0.18062,-0.40586,-0.06901,0.00125,0.00044,-276.0,-232.0,304.0,272.0,-288.0,24.0,14.0,8.0,26.0,12.0,13.0,0.0
455,1785849417.4239,0.02015,-0.19969,-0.39079,-0.06367,0.00113,0.00043,-220.0,-252.0,268.0,180.0,-348.0,60.0,5.0,3.0,10.0,0.0,8.0,1.0
456,1785849417.4573,0.01205,-0.22336,-0.37385,-0.05592,0.00097,0.00030,-156.0,-52.0,68.0,144.0,-300.0,-40.0,1.0,0.0,0.0,2.0,2.0,1.0
457,1785849417.4906,-0.00310,-0.24361,-0.36021,-0.04677,0.00078,0.00005,-112.0,68.0,-112.0,120.0,-308.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0
458,1785849417.5240,-0.01713,-0.25032,-0.36080,-0.04429,0.00073,-0.00009,-196.0,108.0,-156.0,-36.0,-304.0,0.0,3.0,4.0,0.0,1.0,3.0,0.0
459,1785849417.5574,-0.02160,-0.25023,-0.36949,-0.04554,0.00070,-0.00005,-124.0,68.0,-124.0,128.0,-280.0,0.0,1.0,2.0,0.0,6.0,3.0,0.0
460,1785849417.5909,-0.01487,-0.24910,-0.38562,-0.05080,0.00068,0.00016,0.0,152.0,-136.0,156.0,-316.0,0.0,0.0,7.0,0.0,3.0,8.0,0.0
461,1785849417.6242,-0.00762,-0.24652,-0.40277,-0.05623,0.00067,0.00039,-24.0,124.0,-92.0,-60.0,-248.0,24.0,0.0,6.0,0.0,1.0,0.0,0.0
462,1785849417.6576,-0.00444,-0.24377,-0.41230,-0.05797,0.00064,0.00050,-80.0,188.0,-180.0,108.0,-168.0,36.0,1.0,7.0,0.0,4.0,1.0,0.0
463,1785849417.6910,-0.00478,-0.24067,-0.41425,-0.05749,0.00063,0.00054,-188.0,-36.0,52.0,104.0,-304.0,32.0,7.0,0.0,3.0,1.0,11.0,0.0
464,1785849417.7244,-0.00537,-0.24449,-0.40579,-0.05350,0.00056,0.00050,-88.0,-40.0,200.0,-96.0,-336.0,-24.0,2.0,0.0,14.0,2.0,5.0,0.0
465,1785849417.7579,-0.00490,-0.24765,-0.38998,-0.04691,0.00044,0.00039,-40.0,-100.0,224.0,24.0,-296.0,0.0,0.0,1.0,19.0,1.0,2.0,0.0
466,1785849417.7911,-0.00652,-0.25183,-0.37458,-0.04206,0.00038,0.00031,20.0,80.0,52.0,56.0,-276.0,-32.0,1.0,3.0,0.0,1.0,3.0,0.0
467,1785849417.8245,-0.00999,-0.24802,-0.36284,-0.03973,0.00035,0.00027,32.0,288.0,-136.0,136.0,-208.0,-44.0,0.0,24.0,3.0,3.0,0.0,1.0
468,1785849417.8579,-0.00856,-0.23315,-0.35677,-0.04087,0.00027,0.00036,-28.0,408.0,-320.0,-88.0,-156.0,36.0,0.0,26.0,8.0,4.0,0.0,0.0
469,1785849417.8913,-0.00269,-0.20518,-0.35456,-0.04174,0.00012,0.00045,-56.0,320.0,-280.0,-148.0,-212.0,-48.0,0.0,5.0,0.0,2.0,4.0,1.0
470,1785849417.9248,0.00117,-0.18050,-0.36050,-0.04426,-0.00002,0.00058,84.0,304.0,-244.0,44.0,-296.0,-40.0,3.0,7.0,0.0,1.0,6.0,0.0
471,1785849417.9581,-0.00041,-0.16370,-0.37364,-0.04948,-0.00006,0.00077,28.0,352.0,-260.0,200.0,-164.0,36.0,0.0,16.0,0.0,8.0,0.0,0.0
472,1785849417.9915,-0.00233,-0.15057,-0.38783,-0.05527,-0.00003,0.00094,-112.0,320.0,-288.0,192.0,76.0,-24.0,2.0,8.0,0.0,5.0,3.0,0.0
473,1785849418.0249,-0.00141,-0.13623,-0.39946,-0.06016,0.00006,0.00105,64.0,300.0,-272.0,204.0,192.0,24.0,1.0,4.0,0.0,4.0,6.0,0.0
474,1785849418.0582,0.00031,-0.12155,-0.40551,-0.06201,0.00018,0.00104,36.0,328.0,-260.0,336.0,200.0,36.0,1.0,10.0,0.0,11.0,3.0,0.0
475,1785849418.0919,0.00103,-0.10957,-0.41213,-0.06494,0.00036,0.00105,80.0,316.0,-272.0,320.0,200.0,20.0,3.0,9.0,0.0,5.0,0.0,0.0
476,1785849418.1251,-0.00073,-0.09759,-0.41696,-0.06787,0.00056,0.00107,-64.0,212.0,-188.0,212.0,88.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0
477,1785849418.1584,-0.00203,-0.09021,-0.41804,-0.06884,0.00063,0.00107,-48.0,-36.0,44.0,36.0,-116.0,-28.0,0.0,1.0,3.0,0.0,4.0,0.0
478,1785849418.1919,-0.00115,-0.09314,-0.41386,-0.06651,0.00054,0.00102,-24.0,-132.0,112.0,112.0,-84.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0
479,1785849418.2252,-0.00129,-0.09917,-0.40768,-0.06424,0.00044,0.00097,60.0,-52.0,40.0,40.0,44.0,-24.0,1.0,0.0,0.0,0.0,1.0,0.0
480,1785849418.2585,-0.00247,-0.10445,-0.40179,-0.06209,0.00038,0.00092,44.0,-164.0,-28.0,116.0,104.0,24.0,1.0,3.0,0.0,6.0,2.0,0.0
481,1785849418.2921,-0.00368,-0.11130,-0.39144,-0.05848,0.00034,0.00083,20.0,32.0,-36.0,52.0,160.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
482,1785849418.3254,-0.00222,-0.11480,-0.38378,-0.05562,0.00032,0.00076,52.0,148.0,-44.0,-132.0,152.0,0.0,2.0,6.0,0.0,4.0,2.0,0.0
483,1785849418.3587,-0.00069,-0.11299,-0.38468,-0.05461,0.00033,0.00073,112.0,-64.0,148.0,-140.0,108.0,0.0,4.0,1.0,8.0,1.0,0.0,0.0
484,1785849418.3921,-0.00095,-0.11485,-0.38879,-0.05435,0.00035,0.00071,-20.0,-44.0,20.0,60.0,52.0,60.0,0.0,0.0,0.0,3.0,0.0,2.0
485,1785849418.4254,-0.00159,-0.11428,-0.39171,-0.05512,0.00035,0.00072,56.0,116.0,-172.0,24.0,208.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0
486,1785849418.4589,-0.00123,-0.10235,-0.39023,-0.05457,0.00032,0.00068,48.0,268.0,-108.0,-132.0,176.0,0.0,0.0,9.0,0.0,3.0,1.0,0.0
487,1785849418.4922,-0.00073,-0.08829,-0.39081,-0.05401,0.00031,0.00064,84.0,140.0,100.0,-148.0,176.0,-24.0,2.0,0.0,5.0,0.0,3.0,0.0
488,1785849418.5256,0.00176,-0.08036,-0.39418,-0.05500,0.00031,0.00066,48.0,64.0,84.0,-68.0,296.0,28.0,1.0,1.0,3.0,0.0,10.0,0.0
489,1785849418.5590,0.00424,-0.07319,-0.39418,-0.05593,0.00040,0.00066,52.0,-32.0,48.0,24.0,340.0,-24.0,1.0,1.0,1.0,0.0,5.0,0.0
490,1785849418.5924,0.00483,-0.06960,-0.38685,-0.05391,0.00053,0.00057,76.0,-128.0,140.0,-92.0,296.0,0.0,2.0,3.0,9.0,2.0,2.0,0.0
491,1785849418.6259,0.00376,-0.07177,-0.37655,-0.04883,0.00063,0.00039,72.0,-116.0,180.0,44.0,296.0,32.0,1.0,1.0,12.0,1.0,5.0,0.0
492,1785849418.6592,0.00327,-0.08172,-0.37320,-0.04597,0.00070,0.00029,-156.0,-256.0,168.0,168.0,228.0,0.0,6.0,5.0,10.0,6.0,0.0,0.0
493,1785849418.6926,0.00097,-0.09923,-0.37477,-0.04522,0.00073,0.00023,-84.0,-156.0,-32.0,88.0,32.0,-20.0,1.0,0.0,0.0,0.0,0.0,0.0
494,1785849418.7260,-0.00268,-0.11204,-0.37709,-0.04422,0.00072,0.00016,112.0,-84.0,124.0,-56.0,-28.0,0.0,5.0,0.0,9.0,1.0,0.0,0.0
495,1785849418.7594,-0.00413,-0.11927,-0.37891,-0.04220,0.00063,0.00010,56.0,-120.0,240.0,0.0,28.0,-20.0,0.0,0.0,27.0,0.0,1.0,0.0
496,1785849418.7928,-0.00284,-0.12587,-0.38071,-0.04140,0.00049,0.00009,-36.0,96.0,64.0,104.0,108.0,28.0,1.0,4.0,2.0,2.0,4.0,0.0
497,1785849418.8261,-0.00145,-0.12410,-0.38128,-0.04213,0.00031,0.00008,132.0,160.0,-28.0,116.0,236.0,-36.0,3.0,3.0,0.0,4.0,7.0,0.0
498,1785849418.8595,0.00183,-0.11502,-0.37814,-0.04273,0.00025,0.00009,80.0,56.0,140.0,156.0,160.0,28.0,1.0,0.0,8.0,3.0,0.0,0.0
499,1785849418.8931,0.00375,-0.11109,-0.37289,-0.04360,0.00034,0.00011,-64.0,-40.0,280.0,-80.0,128.0,36.0,1.0,0.0,20.0,2.0,1.0,1.0
500,1785849418.9263,0.00442,-0.11148,-0.37397,-0.04562,0.00055,0.00014,0.0,164.0,136.0,-184.0,228.0,-20.0,0.0,9.0,2.0,4.0,6.0,0.0
501,1785849418.9597,0.00624,-0.10803,-0.38110,-0.04823,0.00078,0.00019,44.0,116.0,72.0,-112.0,196.0,-20.0,1.0,2.0,3.0,0.0,2.0,0.0
502,1785849419.0771,0.00839,-0.10486,-0.38423,-0.04824,0.00096,0.00010,40.0,32.0,124.0,0.0,56.0,20.0,0.0,0.0,9.0,0.0,0.0,0.0
503,1785849419.1102,0.00762,-0.10481,-0.38510,-0.04864,0.00108,0.00009,-68.0,112.0,136.0,88.0,-72.0,24.0,2.0,4.0,8.0,2.0,2.0,0.0
504,1785849419.1438,0.00522,-0.10590,-0.38419,-0.04878,0.00116,0.00008,-120.0,64.0,244.0,280.0,-268.0,-24.0,5.0,0.0,25.0,13.0,16.0,0.0
505,1785849419.1770,0.00383,-0.11186,-0.38245,-0.05045,0.00115,0.00013,-164.0,-68.0,216.0,256.0,-364.0,0.0,3.0,1.0,17.0,3.0,8.0,0.0
506,1785849419.2104,0.00057,-0.12102,-0.37577,-0.05047,0.00102,0.00014,-52.0,-192.0,304.0,72.0,-300.0,0.0,0.0,5.0,18.0,0.0,2.0,0.0
507,1785849419.2439,-0.00577,-0.13187,-0.36338,-0.04635,0.00082,0.00004,-68.0,28.0,136.0,-116.0,-312.0,-24.0,1.0,1.0,1.0,4.0,8.0,0.0
508,1785849419.2772,-0.00882,-0.13184,-0.35664,-0.04349,0.00068,-0.00000,-76.0,156.0,-64.0,-148.0,-300.0,20.0,0.0,6.0,1.0,3.0,3.0,0.0
509,1785849419.3106,-0.00533,-0.12311,-0.35733,-0.04371,0.00054,0.00009,68.0,272.0,-100.0,56.0,-272.0,-24.0,2.0,9.0,0.0,2.0,2.0,0.0
510,1785849419.3440,-0.00008,-0.11375,-0.36760,-0.04849,0.00044,0.00030,100.0,272.0,-88.0,-24.0,-308.0,0.0,2.0,10.0,0.0,0.0,3.0,0.0
511,1785849419.3774,0.00151,-0.10636,-0.38086,-0.05432,0.00041,0.00051,-48.0,264.0,-148.0,-156.0,-256.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0
512,1785849419.4107,-0.00151,-0.09352,-0.38685,-0.05608,0.00045,0.00058,-128.0,100.0,68.0,-148.0,-140.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
513,1785849419.4442,-0.00401,-0.08890,-0.38496,-0.05492,0.00048,0.00057,-140.0,52.0,124.0,-108.0,-220.0,-24.0,3.0,1.0,7.0,1.0,3.0,0.0
514,1785849419.4775,-0.00537,-0.08649,-0.37817,-0.05301,0.00045,0.00057,-40.0,220.0,0.0,-124.0,-64.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0
515,1785849419.5109,-0.00857,-0.07880,-0.37101,-0.05253,0.00046,0.00057,132.0,352.0,-196.0,76.0,-120.0,0.0,6.0,17.0,3.0,2.0,3.0,0.0
516,1785849419.5443,-0.00960,-0.06715,-0.36821,-0.05389,0.00044,0.00062,168.0,316.0,-192.0,48.0,-264.0,-40.0,3.0,3.0,0.0,0.0,8.0,0.0
517,1785849419.5777,-0.00558,-0.05447,-0.36570,-0.05372,0.00029,0.00067,-48.0,292.0,-156.0,152.0,-160.0,-28.0,1.0,5.0,0.0,6.0,0.0,0.0
518,1785849419.6111,-0.00045,-0.04517,-0.37279,-0.05646,0.00016,0.00078,92.0,328.0,-308.0,260.0,60.0,-44.0,3.0,9.0,4.0,9.0,2.0,1.0
519,1785849419.6445,0.00377,-0.03816,-0.38536,-0.06141,0.00013,0.00092,180.0,284.0,-288.0,212.0,196.0,44.0,5.0,2.0,0.0,0.0,6.0,0.0
520,1785849419.6779,0.00538,-0.03180,-0.39185,-0.06353,0.00015,0.00095,-36.0,328.0,-264.0,36.0,228.0,-20.0,1.0,7.0,0.0,0.0,5.0,0.0
521,1785849419.7113,0.00451,-0.02341,-0.39457,-0.06398,0.00026,0.00090,-40.0,320.0,-220.0,-100.0,196.0,48.0,0.0,5.0,0.0,2.0,2.0,1.0
522,1785849419.7447,0.00145,-0.01636,-0.40211,-0.06444,0.00045,0.00082,112.0,292.0,-116.0,40.0,192.0,-24.0,6.0,4.0,0.0,1.0,2.0,0.0
523,1785849419.7781,0.00051,-0.01355,-0.41636,-0.06828,0.00058,0.00085,28.0,320.0,-268.0,100.0,252.0,-20.0,0.0,7.0,3.0,3.0,4.0,0.0
524,1785849419.8115,0.00036,-0.00854,-0.42648,-0.07226,0.00067,0.00088,-24.0,280.0,-296.0,-40.0,248.0,56.0,0.0,3.0,1.0,1.0,1.0,2.0
525,1785849419.8449,-0.00062,0.00070,-0.42503,-0.06972,0.00070,0.00073,104.0,284.0,-116.0,-204.0,224.0,32.0,4.0,2.0,0.0,7.0,3.0,0.0
526,1785849419.8782,-0.00039,0.00716,-0.42333,-0.06590,0.00069,0.00059,112.0,276.0,84.0,-216.0,256.0,56.0,3.0,5.0,6.0,3.0,5.0,1.0
527,1785849419.9116,-0.00007,0.00828,-0.42479,-0.06629,0.00073,0.00055,-24.0,28.0,180.0,-328.0,348.0,36.0,1.0,0.0,13.0,6.0,7.0,0.0
528,1785849419.9450,-0.00033,0.01065,-0.42073,-0.06527,0.00081,0.00047,-24.0,-140.0,56.0,-276.0,300.0,-24.0,0.0,5.0,0.0,1.0,3.0,0.0
529,1785849419.9784,0.00022,0.01660,-0.40701,-0.05980,0.00079,0.00032,52.0,72.0,48.0,-256.0,284.0,48.0,0.0,2.0,2.0,3.0,4.0,1.0
530,1785849420.0119,0.00044,0.02351,-0.39162,-0.05272,0.00074,0.00016,108.0,212.0,128.0,-100.0,316.0,-28.0,3.0,9.0,9.0,0.0,5.0,0.0
531,1785849420.0453,0.00056,0.02263,-0.38987,-0.05414,0.00079,0.00014,36.0,124.0,-36.0,-76.0,252.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0
532,1785849420.0786,0.00087,0.02005,-0.39334,-0.05689,0.00082,0.00013,-32.0,-136.0,108.0,-164.0,180.0,36.0,1.0,5.0,4.0,2.0,2.0,0.0
533,1785849420.1120,0.00206,0.02329,-0.39009,-0.05290,0.00074,0.00005,80.0,-168.0,140.0,-44.0,248.0,-20.0,2.0,1.0,7.0,0.0,5.0,0.0
534,1785849420.1454,0.00288,0.02626,-0.38338,-0.04709,0.00068,-0.00008,40.0,20.0,96.0,44.0,280.0,24.0,0.0,0.0,4.0,1.0,3.0,1.0
535,1785849420.1787,0.00213,0.02574,-0.37893,-0.04545,0.00077,-0.00016,-60.0,100.0,92.0,92.0,264.0,36.0,2.0,2.0,4.0,2.0,6.0,1.0
536,1785849420.2121,0.00102,0.02327,-0.37898,-0.04710,0.00092,-0.00021,-48.0,-104.0,-48.0,104.0,328.0,20.0,1.0,4.0,1.0,3.0,6.0,1.0
537,1785849420.2455,0.00098,0.02275,-0.37764,-0.04624,0.00099,-0.00029,-40.0,-88.0,108.0,164.0,164.0,-24.0,0.0,1.0,5.0,4.0,0.0,0.0
538,1785849420.2790,0.00050,0.02251,-0.37675,-0.04496,0.00101,-0.00034,68.0,108.0,72.0,-40.0,-44.0,24.0,1.0,4.0,2.0,1.0,2.0,0.0
539,1785849420.3123,-0.00110,0.02232,-0.37881,-0.04627,0.00102,-0.00036,48.0,104.0,-84.0,-144.0,-156.0,-20.0,0.0,1.0,1.0,3.0,5.0,0.0
540,1785849420.3457,-0.00212,0.02204,-0.38100,-0.04693,0.00095,-0.00035,-80.0,-60.0,-20.0,-72.0,-108.0,-44.0,1.0,2.0,0.0,0.0,1.0,1.0
541,1785849420.3791,-0.00079,0.02339,-0.37989,-0.04424,0.00073,-0.00033,-68.0,60.0,-28.0,128.0,-64.0,20.0,1.0,2.0,0.0,5.0,1.0,0.0
542,1785849420.4124,0.00038,0.02499,-0.38022,-0.04370,0.00054,-0.00032,80.0,112.0,-28.0,188.0,32.0,-56.0,2.0,4.0,0.0,6.0,0.0,1.0
543,1785849420.4459,0.00020,0.02378,-0.38509,-0.04691,0.00052,-0.00029,104.0,160.0,-64.0,196.0,0.0,44.0,1.0,4.0,1.0,3.0,0.0,1.0
544,1785849420.4793,-0.00057,0.02194,-0.38864,-0.04915,0.00053,-0.00029,-68.0,152.0,-176.0,-32.0,72.0,64.0,1.0,1.0,4.0,2.0,2.0,1.0
545,1785849420.5127,-0.00082,0.02394,-0.38702,-0.04863,0.00054,-0.00032,-76.0,56.0,-100.0,-164.0,248.0,-20.0,1.0,0.0,1.0,4.0,9.0,0.0
546,1785849420.5461,0.00025,0.03030,-0.38180,-0.04504,0.00051,-0.00037,44.0,92.0,0.0,-168.0,180.0,32.0,0.0,2.0,0.0,2.0,0.0,1.0
547,1785849420.5795,0.00035,0.03357,-0.38110,-0.04305,0.00056,-0.00042,80.0,132.0,-24.0,-164.0,152.0,28.0,2.0,4.0,1.0,2.0,3.0,0.0
548,1785849420.6129,-0.00060,0.03352,-0.38322,-0.04452,0.00071,-0.00045,68.0,164.0,-60.0,-132.0,308.0,-24.0,0.0,2.0,1.0,0.0,10.0,1.0
549,1785849420.6462,-0.00096,0.03326,-0.38358,-0.04607,0.00087,-0.00050,-48.0,-40.0,-24.0,-36.0,268.0,40.0,1.0,1.0,1.0,0.0,1.0,0.0
550,1785849420.6798,0.00039,0.03444,-0.38139,-0.04595,0.00093,-0.00053,52.0,-136.0,-92.0,-100.0,92.0,-36.0,1.0,4.0,4.0,2.0,0.0,0.0
551,1785849420.7130,0.00177,0.03804,-0.37729,-0.04214,0.00086,-0.00055,80.0,-56.0,72.0,-128.0,-36.0,-40.0,2.0,0.0,1.0,0.0,0.0,0.0
552,1785849420.8302,0.00166,0.03823,-0.37828,-0.04093,0.00086,-0.00056,48.0,44.0,20.0,-24.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
553,1785849420.8636,0.00086,0.03524,-0.38094,-0.04168,0.00086,-0.00058,-68.0,-80.0,-20.0,92.0,-76.0,80.0,1.0,3.0,0.0,3.0,1.0,2.0
554,1785849420.8970,0.00035,0.03183,-0.38216,-0.04304,0.00081,-0.00058,-20.0,-172.0,68.0,56.0,52.0,40.0,0.0,3.0,3.0,0.0,2.0,0.0
555,1785849420.9303,-0.00001,0.03278,-0.37845,-0.04013,0.00069,-0.00060,40.0,24.0,60.0,-52.0,-24.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0
556,1785849420.9637,-0.00094,0.03713,-0.37185,-0.03634,0.00062,-0.00062,-20.0,88.0,96.0,64.0,-128.0,24.0,0.0,1.0,2.0,2.0,3.0,0.0
557,1785849420.9971,-0.00157,0.03678,-0.37029,-0.03821,0.00067,-0.00060,20.0,52.0,92.0,24.0,60.0,56.0,0.0,0.0,1.0,0.0,1.0,1.0
558,1785849421.0305,-0.00086,0.03766,-0.36586,-0.03805,0.00064,-0.00058,24.0,140.0,-20.0,-36.0,-44.0,36.0,0.0,3.0,0.0,0.0,0.0,0.0
559,1785849421.0639,-0.00030,0.03916,-0.36369,-0.03805,0.00062,-0.00057,76.0,-80.0,32.0,36.0,36.0,20.0,2.0,3.0,1.0,1.0,0.0,0.0
560,1785849421.0973,0.00026,0.04025,-0.36388,-0.03794,0.00059,-0.00056,32.0,-136.0,-36.0,-36.0,-88.0,-28.0,0.0,1.0,1.0,0.0,3.0,0.0
561,1785849421.1307,0.00040,0.04049,-0.36611,-0.03561,0.00053,-0.00056,-80.0,60.0,-88.0,32.0,-160.0,32.0,1.0,1.0,2.0,0.0,3.0,0.0
562,1785849421.1641,0.00029,0.03724,-0.37487,-0.03744,0.00054,-0.00055,24.0,-28.0,-152.0,32.0,64.0,52.0,0.0,0.0,3.0,0.0,2.0,1.0
563,1785849421.1975,0.00001,0.03599,-0.38011,-0.03861,0.00056,-0.00057,40.0,36.0,40.0,32.0,68.0,-40.0,1.0,0.0,1.0,1.0,0.0,0.0
564,1785849421.2309,-0.00013,0.03643,-0.38063,-0.03784,0.00056,-0.00059,72.0,40.0,40.0,20.0,-48.0,32.0,2.0,0.0,1.0,0.0,0.0,1.0
565,1785849421.2642,-0.00058,0.03866,-0.37764,-0.03671,0.00058,-0.00059,28.0,-36.0,76.0,-48.0,80.0,44.0,0.0,1.0,1.0,1.0,2.0,0.0
566,1785849421.2977,-0.00088,0.04187,-0.37153,-0.03495,0.00059,-0.00060,52.0,-88.0,108.0,28.0,112.0,28.0,0.0,2.0,3.0,0.0,0.0,0.0
567,1785849421.3310,0.00004,0.03913,-0.37088,-0.03625,0.00061,-0.00059,-48.0,-40.0,56.0,-20.0,-56.0,24.0,2.0,0.0,0.0,0.0,1.0,0.0
568,1785849421.3645,0.00069,0.03677,-0.37082,-0.03649,0.00059,-0.00057,-28.0,-64.0,-44.0,64.0,-88.0,64.0,0.0,1.0,1.0,2.0,1.0,2.0
