step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
741,1785849427.3972,0.0334,5.3626,-88.5714,95.2088,70.8571,-86.1099,2.1825,5.2636,10.5272,-2.6318,0.0000,0.0000,0.0000,-0.147,394.010,-78.787,-236.582,-157.721,0.000,100,150,-50,0,50,0,36,-92,-20,-24,20,0,0,2,0,0,0,0
742,1785849427.4307,0.03337,5.2747,-88.3956,95.2088,70.8571,-86.1099,2.1825,-2.6343,5.2687,0.0000,0.0000,0.0000,0.0000,-236.668,-157.574,78.864,0.000,0.000,0.000,-50,0,0,0,0,0,36,92,0,-48,-24,0,1,3,0,1,0,0
743,1785849427.464,0.03337,5.2747,-88.9231,95.2088,71.0330,-86.0220,2.1825,0.0000,-15.8056,0.0000,5.2685,2.6343,0.0000,78.938,-631.487,0.000,157.871,78.935,0.000,0,-200,0,50,0,0,-32,-56,44,32,-28,0,0,2,1,0,0,0
744,1785849427.4973,0.0334,5.3626,-88.9231,95.2088,71.0330,-86.0220,2.1825,2.6323,0.0000,0.0000,0.0000,0.0000,0.0000,78.816,473.254,0.000,-157.751,-78.876,0.000,50,0,0,0,0,0,-40,-112,108,-64,-48,32,1,3,5,1,1,0
745,1785849427.5308,0.03342,5.3626,-88.5714,94.9451,71.2088,-85.8462,2.1825,0.0000,10.5234,-7.8926,5.2617,5.2617,0.0000,-78.774,314.925,-236.194,157.462,157.462,0.000,0,100,-150,50,50,0,-84,56,108,24,-20,0,3,2,3,0,0,0
746,1785849427.5642,0.03342,5.6264,-88.7473,94.7692,71.3846,-85.8462,2.1825,7.8916,-5.2611,-5.2611,5.2611,0.0000,0.0000,236.137,-472.312,78.741,-0.019,-157.444,0.000,50,-50,-100,100,0,0,28,0,-24,28,40,-20,0,0,0,0,0,0
747,1785849427.5977,0.03343,5.8901,-88.7473,94.8571,71.3846,-85.9341,2.1825,7.8886,0.0000,2.6295,0.0000,-2.6295,0.0000,-0.092,157.363,236.014,-157.363,-78.651,0.000,150,0,50,0,-50,0,68,24,32,28,-32,24,0,0,1,0,0,0
748,1785849427.631,0.03332,5.5385,-88.7473,94.8571,71.2967,-85.8462,2.1825,-10.5536,0.0000,0.0000,-2.6384,2.6384,0.0000,-553.484,0.000,-78.917,-79.183,158.100,0.000,-100,0,0,0,0,0,-64,44,84,-28,-28,36,1,1,3,0,0,0
749,1785849427.6643,0.0334,5.5385,-88.8352,94.7692,71.4725,-85.8462,2.1825,0.0000,-2.6324,-2.6324,5.2649,0.0000,0.0000,316.018,-78.826,-78.826,236.657,-79.005,0.000,0,0,0,50,0,0,-24,-44,96,-48,20,-20,0,1,4,0,0,0
750,1785849427.6978,0.03343,5.6264,-88.8352,94.6813,71.7363,-85.8462,2.1825,2.6297,0.0000,-2.6297,7.8892,0.0000,0.0000,78.664,78.745,0.081,78.503,0.000,0.000,0,0,-50,50,0,0,28,-68,36,64,-44,-20,0,2,0,3,0,1
751,1785849427.7311,0.03335,5.7143,-88.5714,94.5934,71.3846,-85.5824,2.1825,2.6363,7.9090,-2.6363,-10.5453,7.9090,0.0000,0.198,237.177,-0.198,-552.820,237.177,0.000,50,100,0,-50,100,0,-60,40,-24,32,0,0,1,1,1,0,0,0
752,1785849427.8495,0.11834,5.8022,-89.8022,94.9451,71.5604,-85.4945,2.1825,0.7429,-10.4002,2.9715,1.4857,0.7429,0.0000,-16.000,-154.715,47.387,101.664,-60.555,0.000,0,-50,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0
753,1785849427.8827,0.03325,5.8022,-89.8901,94.9451,71.5604,-85.4945,2.1825,0.0000,-2.6439,0.0000,0.0000,0.0000,0.0000,-22.342,233.268,-89.367,-44.683,-22.342,0.000,0,-50,0,0,0,0,-60,-32,-56,96,-32,-20,2,0,1,4,1,0
754,1785849427.9161,0.03337,5.8901,-89.8901,95.3846,70.7692,-85.4945,2.1825,2.6344,0.0000,13.1722,-23.7099,0.0000,0.0000,78.945,79.230,394.725,-710.505,0.000,0.000,0,0,150,-350,0,0,40,0,68,180,-68,24,0,0,3,4,1,0
755,1785849427.9496,0.03343,6.0659,-89.6264,95.3846,69.4505,-84.9670,2.1825,5.2593,7.8890,0.0000,-39.4449,15.7779,0.0000,78.516,235.978,-394.010,-470.671,471.956,0.000,50,150,0,-500,150,0,-32,-20,76,-28,-100,-32,0,0,2,1,1,0
756,1785849427.9829,0.03337,6.2418,-89.8022,95.3846,69.3626,-84.3516,2.1825,5.2682,-5.2682,0.0000,-2.6341,18.4386,0.0000,0.265,-394.224,0.000,1102.952,79.721,0.000,0,-100,0,-50,200,0,28,-96,112,-68,52,36,0,3,5,1,2,0
757,1785849428.0162,0.03337,6.1538,-89.2747,95.1209,69.7143,-84.3516,2.1825,-2.6345,15.8067,-7.9034,10.5378,0.0000,0.0000,-236.817,631.550,-236.839,394.721,-552.548,0.000,0,50,-50,100,50,0,-20,-196,252,20,-36,24,0,5,21,0,0,0
758,1785849428.0497,0.0334,6.0659,-87.5165,94.0659,69.7143,-84.0879,2.1825,-2.6324,52.6475,-31.5885,0.0000,7.8971,0.0000,0.062,1103.131,-709.209,-315.536,236.465,0.000,-50,550,-400,0,100,0,-60,-80,188,60,-48,0,2,0,7,2,0,0
759,1785849428.083,0.03339,6.0659,-86.9011,93.4505,69.7143,-83.6484,2.1825,0.0000,18.4293,-18.4293,0.0000,13.1638,0.0000,78.833,-1024.753,394.085,0.000,157.725,0.000,0,50,-350,0,100,0,-64,72,-28,-32,20,24,1,0,0,0,0,0
760,1785849428.1164,0.03337,6.4176,-87.5165,93.5385,69.8901,-83.7363,2.1825,10.5375,-18.4405,2.6344,5.2687,-2.6344,0.0000,315.764,-1104.838,631.192,157.882,-473.406,0.000,100,-300,50,50,-50,0,44,-112,64,-120,40,32,1,4,2,3,1,0
761,1785849428.1498,0.03338,6.6813,-86.9011,93.6264,70.6813,-84.0000,2.1825,7.9010,18.4357,2.6337,23.7030,-7.9010,0.0000,-78.983,1104.736,-0.021,552.253,-157.778,0.000,150,250,0,300,-100,0,40,0,-48,60,-32,20,0,0,0,2,1,0
762,1785849428.1832,0.03341,6.3297,-86.8132,93.8901,70.5055,-83.9121,2.1825,-10.5264,2.6316,7.8948,-5.2632,2.6316,0.0000,-551.611,-473.085,157.488,-867.084,315.286,0.000,-100,-50,0,-100,50,0,-20,-72,-76,-32,40,28,0,1,0,0,0,0
763,1785849428.2166,0.03337,6.0659,-86.7253,94.2418,70.6813,-84.1758,2.1825,-7.9028,2.6343,10.5370,5.2685,-7.9028,0.0000,78.615,0.080,79.174,315.578,-315.658,0.000,-200,-150,150,50,-100,0,-76,-76,-28,-36,-52,20,3,0,0,0,1,0
764,1785849428.25,0.03339,6.5055,-86.2857,94.2418,70.5055,-83.9121,2.1825,13.1642,13.1642,0.0000,-5.2657,7.8985,0.0000,630.926,315.358,-315.569,-315.484,473.226,0.000,150,200,0,-50,50,0,-52,68,24,44,-60,0,0,1,0,1,0,0
765,1785849428.2833,0.03341,6.8571,-86.6374,94.3297,70.4176,-83.5604,2.1825,10.5250,-10.5250,2.6313,-2.6313,10.5250,0.0000,-78.992,-709.032,78.755,78.850,78.613,0.000,100,-150,0,0,100,0,-44,40,68,36,-56,48,1,0,2,0,1,1
766,1785849428.3168,0.0334,7.0330,-86.9890,94.3297,70.5055,-83.2967,2.1825,5.2643,-10.5287,0.0000,2.6322,7.8965,0.0000,-157.510,-0.110,-78.782,157.592,-78.700,0.000,50,-100,0,0,100,0,40,52,56,-28,32,24,0,0,2,0,0,0
767,1785849428.3501,0.03335,7.0330,-87.3407,94.3297,70.6813,-83.2967,2.1825,0.0000,-10.5447,0.0000,5.2723,0.0000,0.0000,-157.859,-0.479,0.000,79.169,-236.788,0.000,0,-150,0,0,0,0,-36,-76,72,-28,28,44,1,2,3,0,0,1
768,1785849428.3836,0.03343,7.0330,-86.9890,94.2418,70.6813,-83.4725,2.1825,0.0000,10.5175,-2.6294,0.0000,-5.2587,0.0000,0.000,629.947,-78.642,-157.690,-157.283,0.000,0,100,0,50,0,0,20,-96,-20,24,-60,28,0,2,0,0,2,0
769,1785849428.4169,0.03339,7.1209,-86.7253,94.3297,70.5055,-83.1209,2.1825,2.6328,7.8983,2.6328,-5.2655,10.5311,0.0000,78.846,-78.437,157.589,-157.692,472.870,0.000,50,50,0,-100,50,0,24,48,-76,68,-64,52,0,0,1,2,1,1
770,1785849428.4504,0.03343,7.0330,-86.9890,94.7692,70.3297,-82.8571,2.1825,-2.6295,-7.8885,13.1475,-5.2590,7.8885,0.0000,-157.398,-472.194,314.503,0.196,-79.041,0.000,0,-150,150,-100,100,0,-56,0,68,84,-28,36,2,0,3,0,0,0
771,1785849428.4838,0.03337,7.2088,-86.9890,94.6813,69.5385,-82.8571,2.1825,5.2689,0.0000,-2.6344,-23.7100,0.0000,0.0000,236.690,236.394,-472.936,-552.919,-236.394,0.000,50,0,-50,-400,0,0,-60,-44,148,-120,44,44,1,1,6,4,0,0
772,1785849428.5172,0.03342,7.5604,-86.9011,94.2418,70.3297,-82.9451,2.1825,10.5226,2.6306,-13.1532,23.6758,-2.6306,0.0000,157.209,78.718,-314.760,1417.956,-78.718,0.000,150,50,-150,300,0,0,-32,-68,20,-40,32,24,0,1,0,0,0,0
773,1785849428.5505,0.03337,7.9121,-86.7253,94.2418,70.6813,-82.8571,2.1825,10.5370,5.2685,0.0000,10.5370,2.6342,0.0000,0.432,79.042,394.131,-393.699,157.760,0.000,200,100,0,0,0,0,68,-108,44,44,-48,36,2,4,1,0,0,0
774,1785849428.5839,0.03337,7.6484,-86.2857,94.2418,70.4176,-82.7692,2.1825,-7.9032,13.1721,0.0000,-7.9032,2.6344,0.0000,-552.588,236.841,0.000,-552.588,0.005,0.000,-100,150,0,-100,50,0,56,-92,116,-28,136,24,0,2,3,0,4,0
775,1785849428.6173,0.03338,7.2088,-86.0220,93.9780,70.3297,-83.5604,2.1825,-13.1670,7.9002,-7.9002,-2.6334,-23.7006,0.0000,-157.675,-157.918,-236.649,157.857,-788.861,0.000,-100,0,-150,-50,-200,0,-24,100,-60,36,-36,48,1,2,1,1,1,1
776,1785849428.6507,0.03339,7.2088,-86.6374,94.1538,70.5934,-83.7363,2.1825,0.0000,-18.4277,5.2651,7.8976,-5.2651,0.0000,394.286,-788.392,394.235,315.352,552.052,0.000,-50,-150,100,100,-100,0,-28,-40,108,0,-92,24,0,1,5,0,2,0
777,1785849428.6841,0.0334,7.2088,-86.6374,93.9780,70.5934,-83.2088,2.1825,0.0000,0.0000,-5.2649,0.0000,15.7947,0.0000,0.000,551.803,-315.311,-236.487,630.617,0.000,0,-50,-100,50,150,0,0,-88,200,0,-48,36,0,2,10,0,0,0
778,1785849428.7175,0.03341,7.2088,-86.1099,93.3626,70.5934,-82.9451,2.1825,0.0000,15.7858,-18.4168,0.0000,7.8929,0.0000,0.000,472.426,-393.600,0.000,-236.479,0.000,0,250,-200,0,100,0,56,-28,140,64,36,24,1,0,6,2,0,0
779,1785849428.7509,0.03336,6.8571,-86.1099,93.0989,70.3297,-82.9451,2.1825,-10.5406,0.0000,-7.9055,-7.9055,0.0000,0.0000,-315.953,-473.177,315.075,-236.965,-236.589,0.000,-100,0,-50,-100,0,0,-24,-108,68,-48,60,20,0,2,3,1,1,0
780,1785849428.7842,0.03338,6.5055,-85.5824,93.0989,70.5055,-83.1209,2.1825,-10.5352,15.8027,0.0000,5.2676,-5.2676,0.0000,0.163,473.440,236.842,394.656,-157.813,0.000,-150,250,0,-50,-50,0,-60,-76,148,-56,44,-24,2,2,9,0,0,0
781,1785849428.8177,0.03339,6.6813,-85.0549,92.6593,71.1209,-83.3846,2.1825,5.2659,15.7978,-13.1649,18.4308,-7.8989,0.0000,473.244,-0.146,-394.289,394.240,-78.809,0.000,100,150,-50,200,100,0,60,-120,204,36,-92,52,2,1,12,1,2,1
782,1785849428.8511,0.0334,6.8571,-84.2637,92.0440,71.1209,-82.9451,2.1164,5.2640,23.6879,-18.4239,0.0000,13.1599,-1.9801,-0.059,236.218,-157.449,-551.797,630.477,-59.281,150,200,-250,0,100,-50,36,96,-32,-20,36,-32,0,3,0,0,1,0
783,1785849428.8844,0.03339,6.3297,-84.9670,92.4835,71.1209,-82.8571,2.1164,-15.7994,-21.0659,13.1662,0.0000,2.6332,0.0000,-630.911,-1340.508,946.217,0.000,-315.306,59.309,-150,-150,200,50,50,0,-104,-44,-120,52,-44,24,3,1,1,0,0,0
784,1785849428.9178,0.03337,6.8571,-85.1429,93.3626,70.7692,-82.6813,2.1825,15.8089,-5.2696,26.3481,-10.5393,5.2696,1.9822,947.331,473.429,395.077,-315.872,79.015,59.409,250,-50,400,-100,0,50,28,52,36,-28,-28,36,0,0,1,0,0,0
785,1785849428.9512,0.03342,7.2967,-85.5824,93.4505,70.6813,-82.6813,2.1825,13.1536,-13.1536,2.6307,-2.6307,0.0000,0.0000,-79.458,-235.922,-709.729,236.658,-157.690,-59.316,200,-250,0,0,0,0,-20,32,48,-20,24,24,0,0,1,0,0,0
786,1785849428.9847,0.03343,7.2088,-85.8462,93.5385,70.7692,-82.5934,2.1825,-2.6301,-7.8903,2.6301,2.6301,2.6301,0.0000,-472.208,157.463,-0.018,157.391,78.686,0.000,-50,-150,0,0,50,0,32,52,0,-72,-20,-28,0,1,0,2,0,0
787,1785849429.0179,0.03334,7.2088,-86.0220,93.6264,71.0330,-82.5934,2.1825,0.0000,-5.2743,2.6371,7.9114,0.0000,0.0000,78.896,78.475,0.211,158.425,-78.896,0.000,0,-50,0,100,0,0,-20,-36,-20,-76,40,36,0,0,0,0,1,1
788,1785849429.0514,0.03342,7.2088,-86.0220,93.6264,71.1209,-82.6813,2.1825,0.0000,0.0000,0.0000,2.6303,-2.6303,0.0000,0.000,157.807,-78.904,-158.010,-78.700,0.000,0,0,0,0,0,0,28,-76,-32,64,68,-24,0,2,1,1,1,0
789,1785849429.0848,0.0334,7.2088,-85.7582,93.7143,71.0330,-83.1209,2.1825,0.0000,7.8962,2.6321,-2.6321,-13.1604,0.0000,0.000,236.413,78.804,-157.557,-315.270,0.000,0,100,50,0,-200,0,-36,-96,72,72,-32,48,1,3,2,2,1,1
790,1785849429.1182,0.03339,7.2967,-85.4066,93.5385,70.7692,-83.1209,2.1825,2.6330,10.5319,-5.2660,-7.8990,0.0000,0.0000,78.858,78.939,-236.548,-157.744,394.157,0.000,50,100,0,-100,50,0,32,-72,160,0,-76,24,0,1,7,0,1,0
791,1785849429.1517,0.03339,7.2088,-85.0549,93.0989,70.6813,-82.5934,2.1825,-2.6325,10.5300,-13.1625,-2.6325,15.7950,0.0000,-157.674,-0.057,-236.461,157.702,472.978,0.000,-50,100,-150,0,200,0,44,-64,-24,64,60,20,1,1,0,2,1,0
792,1785849429.1849,0.03338,7.1209,-84.9670,93.3626,70.3297,-82.8571,2.1825,-2.6334,2.6334,7.9003,-10.5338,-7.9003,0.0000,-0.028,-236.545,630.947,-236.686,-709.805,0.000,0,50,100,-200,0,0,-48,-100,-72,52,56,-24,0,2,0,0,0,0
793,1785849429.2183,0.03341,7.2088,-84.6154,93.8022,69.8022,-83.2967,2.1825,2.6316,10.5265,13.1581,-15.7897,-13.1581,0.0000,157.608,236.275,157.389,-157.334,-157.389,0.000,50,150,100,-200,-50,0,32,60,36,28,-36,72,1,1,1,0,0,2
794,1785849429.2519,0.03346,7.2088,-84.8791,93.8901,69.5385,-83.1209,2.1164,0.0000,-7.8810,2.6270,-7.8810,5.2540,-1.9763,-78.638,-550.054,-314.691,236.329,550.192,-59.057,0,-100,0,-50,100,-50,56,100,84,80,72,-24,1,1,3,3,1,0
795,1785849429.2852,0.03332,7.0330,-85.4945,93.8022,69.0989,-83.4725,2.1164,-5.2769,-18.4693,-2.6385,-13.1923,-10.5539,0.0000,-158.375,-317.782,-158.030,-159.407,-474.435,59.315,-50,-200,0,-250,-100,0,-36,-48,140,64,72,-20,0,1,5,0,1,0
796,1785849429.3185,0.03338,6.7692,-85.1429,93.4505,68.7473,-83.7363,2.1825,-7.9004,10.5339,-10.5339,-10.5339,-7.9004,1.9812,-78.589,868.814,-236.514,79.636,79.486,59.349,-100,100,-100,-250,-100,0,-52,-28,0,-64,-40,0,1,0,0,2,1,0
797,1785849429.3519,0.03337,6.7692,-85.4945,93.7143,69.0989,-83.7363,2.1825,0.0000,-10.5373,7.9030,10.5373,0.0000,0.0000,236.740,-631.407,552.468,631.407,236.740,-59.368,0,-200,50,150,-100,0,-28,20,-24,0,-24,36,0,0,0,0,0,1
798,1785849429.3853,0.03342,6.8571,-85.7582,93.9780,69.1868,-83.6484,2.1825,2.6303,-7.8910,7.8910,2.6303,2.6303,0.0000,78.699,79.178,-0.359,-236.575,78.699,0.000,0,-100,100,0,0,0,-72,28,116,-72,-44,20,2,0,5,1,1,0
799,1785849429.4187,0.03335,7.2088,-85.8462,93.8022,69.6264,-83.4725,2.1825,10.5435,-2.6359,-5.2717,13.1793,5.2717,0.0000,237.260,157.563,-394.657,316.291,79.197,0.000,100,-100,-50,50,150,0,-28,-52,112,32,-80,60,0,0,5,1,0,1
800,1785849429.4521,0.03342,7.6484,-85.6703,93.6264,69.7143,-82.9451,2.1164,13.1539,5.2616,-5.2616,2.6308,15.7847,-1.9792,78.117,236.331,0.304,-315.667,314.601,-59.227,150,100,-50,0,200,0,68,36,68,-24,0,28,0,1,2,1,0,0
801,1785849429.4855,0.0334,7.3846,-85.6703,93.6264,69.8022,-82.7692,2.1164,-7.8962,0.0000,0.0000,2.6321,5.2641,0.0000,-630.232,-157.529,157.529,0.038,-314.982,59.256,0,0,0,0,50,0,20,-76,-24,44,-28,24,0,2,0,0,0,0
802,1785849429.6022,0.11667,7.2967,-85.4066,93.6264,69.7143,-82.9451,2.1164,-0.7535,2.2606,0.0000,-0.7535,-1.5071,0.0000,61.223,19.377,0.000,-29.020,-58.039,0.000,50,0,0,0,0,0,36,-40,44,28,0,32,0,1,1,1,0,0
803,1785849429.6356,0.03336,7.2967,-85.4066,93.6264,69.7143,-82.9451,2.1164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.588,-67.765,0.000,22.588,45.176,0.000,0,0,0,0,0,0,-92,-152,32,128,-124,48,3,6,1,5,5,1
804,1785849429.6688,0.03334,7.5604,-84.4396,93.6264,68.9231,-82.0659,2.1164,7.9098,29.0027,0.0000,-23.7295,26.3661,0.0000,237.227,869.834,0.000,-711.682,790.758,0.000,100,300,0,-250,200,0,-220,-232,96,104,-192,44,6,7,4,2,4,1
805,1785849429.7022,0.03337,8.9670,-83.0330,93.2747,67.8681,-80.7473,2.1164,42.1518,42.1518,-10.5380,-31.6139,39.5174,0.0000,1026.141,394.044,-315.794,-236.274,394.108,0.000,500,450,-150,-350,450,0,-32,-56,128,96,-20,36,0,0,3,1,0,0
806,1785849429.7357,0.03345,9.7582,-82.3297,92.9231,67.2527,-80.5714,2.1164,23.6533,21.0252,-10.5126,-18.3970,5.2563,0.0000,-553.017,-631.585,0.759,395.120,-1024.239,0.000,350,300,-50,-100,0,0,92,-120,56,224,44,-32,2,3,2,7,0,0
807,1785849429.769,0.03334,8.9670,-81.4505,92.9231,65.4945,-80.7473,2.1164,-23.7307,26.3675,0.0000,-52.7349,-5.2735,0.0000,-1421.189,160.232,315.304,-1029.898,-315.820,0.000,-350,250,0,-600,-100,0,24,-72,32,156,-72,-20,0,0,1,1,1,0
808,1785849429.8025,0.03345,8.7033,-80.9231,92.9231,64.3516,-80.1319,2.1825,-7.8836,15.7672,0.0000,-34.1623,18.3951,1.9770,473.702,-316.863,0.000,555.174,707.500,59.096,-200,150,0,-300,200,50,64,56,-48,-52,60,72,1,1,0,2,2,2
809,1785849429.8358,0.03337,8.7033,-81.3626,93.2747,64.5275,-80.6593,2.1164,0.0000,-13.1726,10.5381,5.2690,-15.8071,-1.9820,236.253,-867.259,315.802,1181.665,-1024.961,-118.641,100,-300,200,-50,-300,-50,68,108,0,-32,-48,-32,1,1,0,0,1,1
810,1785849429.8692,0.03336,7.9121,-82.2418,93.5385,64.7912,-80.5714,2.1164,-23.7204,-26.3560,7.9068,7.9068,2.6356,0.0000,-711.137,-395.238,-78.886,79.080,552.913,59.420,-300,-400,150,50,-50,0,-36,100,108,-48,-76,48,0,2,4,1,1,1
811,1785849429.9027,0.03341,8.0000,-82.6813,93.5385,65.3187,-80.1319,2.1164,2.6311,-13.1553,0.0000,15.7863,13.1553,0.0000,788.653,395.075,-236.637,235.820,314.835,0.000,-50,-150,0,250,150,0,0,124,32,-72,32,0,0,1,0,0,0,0
812,1785849429.936,0.03343,8.3516,-83.3846,93.5385,65.8462,-80.3956,2.1164,10.5203,-21.0406,0.0000,15.7805,-7.8902,0.0000,236.024,-235.907,0.000,-0.175,-629.621,0.000,200,-150,0,250,-100,0,0,-116,96,-24,-36,28,0,3,4,0,0,0
813,1785849429.9694,0.03335,8.0879,-82.9451,93.3626,65.9341,-80.3077,2.1164,-7.9073,13.1788,-5.2715,2.6358,2.6358,0.0000,-552.495,1025.964,-158.051,-394.103,315.589,0.000,-100,0,0,0,0,0,56,-92,120,-140,-40,36,1,0,5,4,0,1
814,1785849430.0027,0.03338,7.8242,-82.0659,93.0989,66.9011,-80.1319,2.1164,-7.9018,26.3395,-7.9018,28.9734,5.2679,0.0000,0.164,394.308,-78.807,789.108,78.862,0.000,-100,350,-100,300,100,0,20,-24,172,-84,-68,24,0,0,17,0,0,0
815,1785849430.0364,0.03355,7.8242,-81.8901,92.3956,67.8681,-79.5165,2.1164,0.0000,5.2405,-20.9621,28.8228,18.3418,0.0000,235.518,-628.864,-389.265,-4.489,389.673,0.000,0,50,-300,450,300,0,88,48,332,-168,32,32,3,1,25,3,1,1
816,1785849430.0697,0.03332,7.5604,-81.6264,90.7253,69.5385,-79.6923,2.1164,-7.9158,7.9158,-50.1335,50.1335,-5.2772,0.0000,-237.586,80.297,-875.556,639.622,-708.904,0.000,0,150,-500,550,150,0,200,100,404,-208,84,60,5,2,35,2,1,2
817,1785849430.1029,0.03332,5.8901,-82.5055,88.1758,71.2967,-80.0440,2.0503,-50.1257,-26.3820,-76.5077,52.7639,-10.5528,-1.9848,-1266.698,-1029.259,-791.476,78.937,-158.317,-59.561,-600,-250,-850,600,-100,-50,56,-24,244,-64,20,48,0,0,5,0,0,1
818,1785849430.1364,0.03344,5.2747,-82.7692,86.2418,71.7363,-79.9560,1.9841,-18.4028,-7.8869,-57.8374,13.1449,2.6290,-1.9778,948.660,553.086,558.327,-1184.791,394.195,0.207,-400,-50,-600,100,0,-50,-152,-24,60,124,52,-36,6,0,0,4,1,0
819,1785849430.1697,0.03335,6.5055,-82.7692,86.2418,70.7692,-80.1319,1.9841,36.9006,0.0000,0.0000,-28.9933,-5.2715,0.0000,1658.092,236.464,1734.066,-1263.376,-236.870,59.298,400,0,-200,-300,-50,0,-36,-64,-84,164,-28,20,0,1,1,4,0,0
820,1785849430.2031,0.03339,7.2967,-82.2418,87.0330,69.8022,-80.0440,1.9841,23.6964,15.7976,23.6964,-28.9623,2.6329,0.0000,-395.460,473.132,709.698,0.930,236.735,0.000,150,100,300,-300,-50,0,156,-164,112,96,-156,44,8,4,6,1,4,0
821,1785849430.2366,0.03341,6.0659,-80.9231,86.9451,69.0989,-78.9011,1.9841,-36.8359,39.4671,-2.6311,-21.0491,34.2048,0.0000,-1811.684,708.409,-787.962,236.834,944.921,0.000,-300,550,-50,-250,400,0,200,84,168,120,84,-32,3,2,11,3,3,0
822,1785849430.2699,0.03335,4.3956,-81.3626,86.8571,68.2198,-79.2527,1.9841,-50.0894,-13.1814,-2.6363,-26.3629,-10.5451,0.0000,-397.442,-1578.810,-0.154,-159.347,-1341.950,0.000,-600,-250,-50,-250,100,0,28,120,44,64,100,0,0,2,1,0,1,0
823,1785849430.3033,0.0334,3.7802,-82.5055,86.7692,67.7802,-80.1319,1.9841,-18.4265,-34.2207,-2.6324,-13.1618,-26.3236,0.0000,948.085,-629.981,0.118,395.280,-472.456,0.000,-50,-350,-50,-150,-300,0,-100,-84,-28,-76,48,32,3,3,0,1,0,1
824,1785849430.3367,0.03336,4.8352,-82.3297,87.0330,67.8681,-80.4835,1.9841,31.6192,5.2699,7.9048,2.6349,-10.5397,0.0000,1499.991,1183.627,315.824,473.466,473.080,0.000,150,50,100,50,-150,0,-92,-136,-168,72,-48,36,0,4,4,2,1,0
825,1785849430.37,0.0334,5.7143,-81.3626,88.5275,67.6923,-80.6593,1.9841,26.3209,28.9530,44.7456,-5.2642,-5.2642,0.0000,-158.631,709.075,1103.015,-236.500,157.950,0.000,300,350,400,-50,-50,0,-24,-100,-76,-44,32,-20,0,0,0,1,1,0
826,1785849430.4035,0.0334,5.8022,-80.3077,89.6703,67.9560,-80.6593,1.9841,2.6318,31.5815,34.2133,7.8954,0.0000,0.0000,-709.174,78.689,-315.300,393.954,157.592,0.000,0,500,450,50,0,0,28,116,84,-56,24,40,0,4,4,1,0,1
827,1785849430.4368,0.03337,5.5385,-80.8352,89.6703,68.3956,-80.4835,1.9841,-7.9022,-15.8044,0.0000,13.1704,5.2681,0.0000,-315.627,-1419.808,-1025.121,158.052,157.847,0.000,-100,-150,0,150,100,0,-36,76,100,-68,80,-28,0,1,4,0,2,0
828,1785849430.4703,0.03341,5.1868,-81.5385,89.3187,68.6593,-80.7473,1.9841,-10.5240,-21.0481,-10.5240,7.8930,-7.8930,0.0000,-78.465,-156.929,-314.960,-157.939,-393.884,0.000,-100,-100,-200,0,-150,0,-84,-60,104,-88,-44,32,2,1,4,0,0,0
829,1785849430.5037,0.03336,5.4505,-81.2747,89.1429,69.6264,-80.6593,1.9841,7.9066,7.9066,-5.2711,28.9909,2.6355,0.0000,552.537,868.039,157.480,632.498,315.638,0.000,150,0,-100,450,0,0,24,88,-20,116,-40,-20,0,3,0,4,0,0
830,1785849430.537,0.03339,6.0659,-81.4505,89.6703,69.1868,-80.6593,1.9841,18.4276,-5.2650,15.7951,-13.1626,0.0000,0.0000,315.049,-394.423,630.823,-1262.279,-78.921,0.000,150,0,200,-200,0,0,20,184,-104,36,-24,0,1,6,1,0,0,0
831,1785849430.5705,0.03346,5.9780,-83.0330,90.6374,68.8352,-80.4835,1.9841,-2.6270,-47.2863,28.8972,-10.5081,5.2540,0.0000,-629.160,-1255.691,391.520,79.323,157.002,0.000,0,-600,400,-150,50,0,-36,-88,0,-140,64,0,1,3,0,5,1,0
832,1785849430.6038,0.03334,5.7143,-82.5055,91.0769,69.8901,-80.6593,1.9841,-7.9096,15.8193,13.1827,31.6385,-5.2731,0.0000,-158.429,1892.579,-471.287,1264.006,-315.716,0.000,-100,-50,150,350,0,0,36,-36,88,20,68,32,0,0,3,0,1,1
833,1785849430.6372,0.0334,5.8022,-81.9780,91.1648,69.9780,-81.1868,1.9841,2.6321,15.7928,2.6321,2.6321,-15.7928,0.0000,315.626,-0.793,-315.890,-868.466,-314.965,0.000,50,250,50,-50,-250,0,-44,68,32,52,-68,-24,0,0,0,0,1,0
