step,wall_time,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,qdot_shoulder_pan,qdot_shoulder_lift,qdot_elbow_flex,qdot_wrist_flex,qdot_wrist_roll,qdot_gripper,qddot_shoulder_pan,qddot_shoulder_lift,qddot_elbow_flex,qddot_wrist_flex,qddot_wrist_roll,qddot_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,load_shoulder_pan,load_shoulder_lift,load_elbow_flex,load_wrist_flex,load_wrist_roll,load_gripper,current_shoulder_pan,current_shoulder_lift,current_elbow_flex,current_wrist_flex,current_wrist_roll,current_gripper
420,1785849416.1726,0.03343,-7.9121,15.2527,-17.4945,72.0000,-12.8791,14.3519,5.2593,-23.6671,-18.4077,26.2967,-31.5561,7.9134,157.320,396.422,-866.154,1102.134,-312.858,-0.671,0,-200,-50,350,-300,150,52,240,320,-256,260,-64,1,21,24,9,8,1
421,1785849416.206,0.0334,-7.9121,14.4615,-19.1648,74.1099,-15.3407,14.6825,0.0000,-23.6876,-50.0071,63.1668,-73.6946,9.9003,-157.457,-0.614,-946.036,1103.834,-1261.563,59.485,50,-250,-600,700,-850,200,72,184,160,-168,304,-72,1,7,3,0,4,1
422,1785849416.2393,0.03336,-8.0879,13.6703,-19.9560,75.9560,-18.1538,15.0794,-5.2708,-23.7187,-23.7187,55.3436,-84.3332,11.8960,-158.008,-0.933,788.068,-234.522,-318.919,59.826,-50,-250,-250,700,-900,200,-36,152,136,-84,184,48,0,7,8,0,0,1
423,1785849416.2728,0.03348,-8.5275,13.2308,-20.4835,76.8352,-19.7363,15.0794,-13.1282,-13.1282,-15.7538,26.2563,-47.2614,0.0000,-234.672,316.303,237.884,-868.738,1107.207,-355.291,-200,-150,-200,250,-650,0,32,200,228,-120,48,-40,0,12,13,2,0,0
424,1785849416.3062,0.03335,-8.7912,12.8791,-21.3626,77.9780,-20.2637,15.2116,-7.9080,-10.5440,-26.3600,34.2679,-15.8160,3.9662,156.524,77.485,-318.020,240.224,942.873,118.924,-100,-50,-350,300,-150,100,-32,296,88,-220,-116,48,0,32,2,4,3,1
425,1785849416.3395,0.03334,-8.7912,12.0879,-21.4505,80.0000,-19.4725,15.1455,0.0000,-23.7283,-2.6365,60.6390,23.7283,-1.9835,237.160,-395.398,711.466,790.868,1185.931,-178.430,0,-300,0,700,300,0,92,240,40,-124,56,88,4,20,1,0,2,2
426,1785849416.373,0.0334,-8.7912,11.2088,-21.4505,81.0549,-19.7363,14.6164,0.0000,-26.3231,0.0000,31.5878,-7.8969,-15.8426,0.000,-77.696,78.943,-869.869,-946.941,-414.979,0,-250,0,300,50,-200,120,232,44,44,180,140,3,23,1,2,5,2
427,1785849416.4063,0.03341,-9.1429,10.1538,-21.3626,80.9670,-21.2308,13.8889,-10.5257,-31.5772,2.6314,-2.6314,-44.7344,-21.7763,-315.062,-157.268,78.766,-1024.268,-1102.639,-177.611,-150,-400,0,100,-500,-250,-56,276,-108,72,52,-64,1,16,1,1,0,1
428,1785849416.4398,0.03345,-9.4066,8.9231,-20.1319,80.6154,-21.6703,14.0212,-7.8851,-36.7971,36.7971,-10.5135,-13.1418,3.9547,78.949,-156.064,1021.475,-235.654,944.543,769.298,-100,-400,400,-150,-50,-50,20,264,-36,-48,28,0,0,20,0,0,0,0
429,1785849416.4731,0.03332,-9.4945,7.7802,-19.4286,80.8791,-21.6703,14.0873,-2.6388,-34.3039,21.1101,7.9163,0.0000,1.9852,157.474,74.836,-470.861,553.186,394.464,-59.118,-50,-400,150,150,150,50,-20,332,44,60,192,100,0,26,1,2,6,1
430,1785849416.5064,0.0334,-9.4066,6.2857,-18.9011,80.7033,-23.2527,13.7566,2.6322,-44.7477,15.7933,-5.2644,-47.3799,-9.9013,157.821,-312.703,-159.193,-394.651,-1418.626,-355.899,0,-550,50,0,-500,-150,-68,412,-176,-48,280,92,2,38,4,1,6,1
431,1785849416.5399,0.03343,-8.7912,4.0000,-17.2308,80.9670,-25.7143,13.0952,18.4086,-68.3750,49.9663,7.8894,-73.6346,-19.7844,471.937,-706.787,1022.253,393.485,-785.383,-295.645,250,-750,600,0,-900,-100,-20,360,-88,-136,288,268,0,21,0,3,2,11
432,1785849416.5732,0.03332,-8.4396,1.5385,-15.9121,81.8462,-28.3516,11.3095,10.5545,-73.8814,39.5793,26.3862,-79.1586,-53.5970,-235.737,-165.270,-311.759,555.168,-165.800,-1014.860,100,-850,450,300,-900,-750,100,304,-28,40,268,416,2,13,0,1,3,13
433,1785849416.6066,0.03341,-8.6154,-0.5714,-15.0330,81.8462,-31.2527,8.6640,-5.2627,-63.1522,26.3134,0.0000,-86.8343,-79.1839,-473.432,321.139,-397.068,-789.779,-229.746,-765.857,0,-650,250,0,-900,-1100,-28,272,-148,56,312,404,0,11,1,1,4,7
434,1785849416.64,0.03337,-8.7912,-2.2418,-13.5385,81.7582,-33.8901,5.6217,-5.2695,-50.0601,44.7906,-2.6347,-79.0422,-91.1791,-0.204,392.374,553.764,-78.964,233.531,-359.497,0,-650,500,0,-850,-1350,-32,208,36,92,312,244,0,6,2,2,5,0
435,1785849416.6733,0.03338,-8.9670,-3.2967,-13.1868,81.4066,-36.7912,3.8360,-5.2670,-31.6022,10.5341,-10.5341,-86.9061,-53.4933,0.073,552.928,-1026.197,-236.634,-235.572,1128.925,-50,-350,50,-100,-1000,-950,28,212,96,-36,312,108,0,14,4,1,4,0
436,1785849416.7068,0.03341,-9.1429,-4.2637,-13.0989,81.4945,-39.6044,3.1746,-5.2619,-28.9406,2.6310,2.6310,-84.1910,-19.7932,0.153,79.653,-236.518,393.993,81.256,1008.553,-50,-350,0,50,-950,-300,20,324,-76,-20,292,0,0,25,1,0,4,0
437,1785849416.7402,0.03337,-8.7912,-5.7582,-12.2198,81.4945,-42.4176,2.9762,10.5377,-44.7854,26.3443,0.0000,-84.3019,-5.9458,473.464,-474.815,710.612,-78.841,-3.325,414.960,150,-450,300,0,-1000,-50,96,204,-160,-28,296,112,4,8,1,0,4,2
438,1785849416.7735,0.03338,-8.8791,-7.1648,-10.6374,81.4945,-45.1429,2.5132,-2.6337,-42.1395,47.4069,0.0000,-81.6453,-13.8697,-394.598,79.267,631.004,0.000,79.589,-237.389,-50,-450,550,0,-900,-200,68,184,-108,-60,172,52,1,4,0,1,0,0
439,1785849416.807,0.03338,-9.2308,-8.3956,-9.4066,82.0220,-47.0769,2.3148,-10.5352,-36.8731,36.8731,15.8028,-57.9434,-5.9443,-236.723,157.778,-315.587,473.441,710.093,237.439,-100,-400,450,250,-750,-50,-32,264,-60,-76,0,40,0,16,0,0,0,1
440,1785849416.8403,0.03338,-9.4945,-9.3626,-8.1758,82.5495,-47.2527,2.2487,-7.9000,-28.9666,36.8666,15.8000,-5.2667,-1.9811,78.935,236.832,-0.194,-0.083,1577.887,118.715,-150,-300,400,300,0,-50,-116,236,-240,124,36,20,3,20,5,4,0,0
441,1785849416.8738,0.03344,-9.1429,-10.8571,-5.9780,81.6703,-47.3407,2.2487,10.5157,-44.6918,65.7233,-26.2893,-2.6289,0.0000,550.705,-470.248,862.932,-1258.642,78.879,59.243,150,-400,800,-300,50,0,-80,228,-216,244,-64,68,4,6,0,8,1,2
442,1785849416.9071,0.03332,-8.2637,-12.3516,-3.6923,80.0000,-47.0769,2.1164,26.3860,-44.8562,68.6036,-50.1334,7.9158,-3.9701,476.332,-4.934,86.451,-715.659,316.491,-119.159,400,-500,850,-600,150,-50,-80,188,-132,108,64,52,1,7,0,0,1,1
443,1785849416.9405,0.03342,-7.5604,-13.3187,-1.7582,78.9451,-47.5165,2.1164,21.0464,-28.9389,57.8777,-31.5697,-13.1540,0.0000,-159.789,476.333,-320.977,555.528,-630.523,118.807,250,-350,600,-450,-200,0,-124,304,-304,152,264,52,1,22,6,5,11,0
444,1785849416.974,0.03341,-6.6813,-15.1648,1.3187,77.8901,-49.7143,2.0503,26.3102,-55.2514,92.0856,-31.5722,-65.7754,-1.9794,157.532,-787.476,1023.767,-0.076,-1574.844,-59.238,300,-550,1050,-300,-850,0,-20,376,-272,268,320,48,0,21,0,9,4,0
445,1785849417.0072,0.03332,-6.3297,-17.6264,4.5714,75.8681,-52.7033,1.9841,10.5527,-73.8692,97.6129,-60.6783,-89.6984,-1.9847,-472.870,-558.711,165.871,-873.456,-717.912,-0.162,100,-800,1150,-700,-1000,-50,24,340,-244,264,252,44,0,17,0,6,0,1
446,1785849417.0406,0.03341,-6.0659,-20.0000,7.5604,73.5824,-55.0769,1.9841,7.8947,-71.0525,89.4736,-68.4210,-71.0525,0.0000,-79.566,84.315,-243.645,-231.770,558.147,59.412,50,-800,1050,-750,-850,0,-92,328,-276,156,196,64,2,13,0,0,1,2
447,1785849417.074,0.03337,-5.8901,-22.5495,10.5495,72.0879,-57.0110,1.9841,5.2691,-76.4017,89.5744,-44.7872,-57.9599,0.0000,-78.685,-160.302,3.021,708.255,392.359,0.000,50,-900,1000,-550,-750,0,0,332,-284,96,320,56,0,12,0,1,8,1
448,1785849417.1074,0.03343,-5.8901,-25.0989,13.7143,71.1209,-59.8242,1.9841,0.0000,-76.2576,94.6646,-28.9253,-84.1463,0.0000,-157.606,4.309,152.256,474.451,-783.273,0.000,0,-850,1050,-350,-950,0,0,320,-256,160,280,44,0,11,0,3,0,1
449,1785849417.1408,0.03336,-5.7143,-27.3846,16.7033,70.0659,-62.4615,1.9841,5.2700,-68.5106,89.5908,-31.6203,-79.0507,0.0000,157.961,232.203,-152.079,-80.778,152.732,0.000,0,-800,1050,-450,-900,0,24,332,-268,-52,176,48,0,13,0,2,0,1
450,1785849417.1741,0.03337,-5.5385,-29.9341,19.7802,70.1538,-64.3077,1.9841,5.2684,-76.3919,92.1971,2.6342,-55.3183,0.0000,-0.049,-236.155,78.095,1026.404,711.121,0.000,50,-800,1050,0,-550,0,84,332,-276,-64,120,68,3,11,0,1,2,2
451,1785849417.2075,0.03337,-5.7143,-32.3077,22.7692,70.8571,-65.4505,1.9841,-5.2692,-71.1341,89.5763,21.0768,-34.2498,0.0000,-315.797,157.567,-78.541,552.697,631.392,0.000,-100,-850,1050,250,-300,0,0,316,-264,-160,208,28,0,10,0,3,4,0
452,1785849417.3238,0.11626,-5.5385,-37.6703,29.4505,71.8242,-68.2637,1.9180,1.5123,-46.1265,57.4690,8.3179,-24.1975,-0.5689,58.331,215.102,-276.169,-109.745,86.464,-4.893,200,-250,300,0,-150,0,24,112,-20,32,44,32,1,4,0,1,1,0
453,1785849417.3571,0.03328,-5.3626,-38.0220,29.9780,71.8242,-68.7033,1.9180,5.2828,-10.5656,15.8484,0.0000,-13.2070,0.0000,113.288,1068.461,-1250.532,-249.919,330.219,17.093,50,-100,200,0,-150,0,-96,-20,112,144,-92,52,4,0,5,7,3,1
454,1785849417.3904,0.03339,-5.0110,-37.8462,29.7143,70.9451,-67.9121,1.9180,10.5313,5.2657,-7.8985,-26.3283,23.6955,0.0000,157.184,474.122,-711.183,-788.491,1105.172,0.000,50,0,-100,-250,200,0,-276,-232,304,272,-288,24,14,8,26,12,13,0
455,1785849417.4239,0.03346,-3.2527,-36.0000,28.1319,69.0110,-65.5385,1.9180,52.5441,55.1713,-47.2897,-57.7985,70.9345,0.0000,1255.528,1491.402,-1177.183,-940.469,1411.712,0.000,650,600,-400,-700,750,0,-220,-252,268,180,-348,60,5,3,10,0,8,1
456,1785849417.4573,0.03338,-1.4066,-33.8901,26.5495,67.2527,-62.6374,1.8519,55.3087,63.2099,-47.4074,-52.6749,86.9136,-1.9814,82.824,240.828,-3.528,153.496,478.716,-59.361,600,750,-600,-700,1050,-50,-156,-52,68,144,-300,-40,1,0,0,2,2,1
457,1785849417.4906,0.03336,0.5275,-32.8352,26.5495,66.1099,-59.9121,1.9180,57.9808,31.6259,0.0000,-34.2614,81.7002,1.9827,80.107,-946.848,1421.213,552.014,-156.292,118.839,650,500,50,-350,900,50,-112,68,-112,120,-308,0,0,1,2,1,5,0
458,1785849417.524,0.03337,1.6703,-32.8352,27.7802,65.4945,-57.2747,1.9841,34.2459,0.0000,36.8803,-18.4401,79.0291,1.9818,-711.219,-947.676,1105.124,474.087,-80.040,-0.027,400,0,350,-200,900,50,-196,108,-156,-36,-304,0,3,4,0,1,3,0
459,1785849417.5574,0.03337,2.6374,-33.2747,29.3626,65.4945,-54.1099,1.9841,28.9758,-13.1708,47.4150,0.0000,94.8299,0.0000,-157.912,-394.646,315.659,552.533,473.450,-59.383,300,-200,550,0,1050,0,-124,68,-124,128,-280,0,1,2,0,6,3,0
460,1785849417.5909,0.0334,3.5165,-33.5385,31.0330,64.7033,-51.6484,1.9841,26.3199,-7.8960,50.0078,-23.6879,73.6957,0.0000,-79.515,157.923,77.626,-709.189,-632.736,0.000,350,-100,600,-250,850,0,0,152,-136,156,-316,0,0,7,0,3,8,0
461,1785849417.6242,0.03341,4.2198,-33.8901,32.9670,63.9121,-48.9231,1.9841,21.0499,-10.5249,57.8871,-23.6811,81.5682,0.0000,-157.734,-78.686,235.830,0.204,235.626,0.000,200,-150,700,-250,900,0,-24,124,-92,-60,-248,24,0,6,0,1,0,0
462,1785849417.6576,0.03338,4.2198,-34.2418,34.4615,64.0879,-46.6374,1.9841,0.0000,-10.5340,44.7695,5.2670,68.4710,0.0000,-630.571,-0.272,-392.952,867.171,-392.340,0.000,0,-100,450,50,700,0,-80,188,-180,108,-168,36,1,7,0,4,1,0
463,1785849417.691,0.03338,4.2198,-35.0330,36.3956,63.6484,-44.7033,1.9841,0.0000,-23.7033,57.9413,-13.1685,57.9413,0.0000,0.000,-394.528,394.603,-552.295,-315.453,0.000,-100,-200,700,-100,750,0,-188,-36,52,104,-304,32,7,0,3,1,11,0
464,1785849417.7244,0.0334,5.1868,-34.8571,36.8352,63.3846,-42.1538,1.9841,28.9505,5.2637,13.1593,-7.8956,76.3241,0.0000,866.706,867.198,-1340.659,157.857,550.336,0.000,350,-50,50,-100,800,0,-88,-40,200,-96,-336,-24,2,0,14,2,5,0
465,1785849417.7579,0.03345,6.5055,-34.3297,36.2198,64.0879,-39.3407,1.9841,39.4256,15.7702,-18.3986,21.0270,84.1079,0.0000,313.180,314.120,-943.510,864.719,232.716,0.000,450,200,-200,250,1000,0,-40,-100,224,24,-296,0,0,1,19,1,2,0
466,1785849417.7911,0.03332,7.0330,-33.5385,35.1648,64.0879,-36.6154,1.9841,15.8293,23.7440,-31.6586,0.0000,81.7848,0.0000,-708.117,239.290,-397.930,-631.014,-69.714,0.000,150,300,-350,50,900,0,20,80,52,56,-276,-32,1,3,0,1,3,0
467,1785849417.8245,0.03338,6.6813,-33.7143,35.1648,63.6484,-34.0659,1.9841,-10.5352,-5.2676,0.0000,-13.1690,76.3805,0.0000,-789.871,-869.175,948.479,-394.539,-161.911,0.000,-100,0,50,-100,900,0,32,288,-136,136,-208,-44,0,24,3,3,0,1
468,1785849417.8579,0.03341,6.5055,-35.3846,36.7473,62.7692,-31.9560,1.9841,-5.2619,-49.9877,47.3567,-26.3093,63.1423,0.0000,157.815,-1338.330,1417.237,-393.246,-396.176,0.000,0,-450,450,-300,700,0,-28,408,-320,-88,-156,36,0,26,8,4,0,0
469,1785849417.8913,0.03335,6.5934,-38.2857,39.8242,63.5604,-30.6374,1.9841,2.6358,-86.9814,92.2530,23.7222,39.5370,0.0000,236.790,-1109.155,1346.091,1500.056,-707.740,0.000,0,-1000,1050,50,550,0,-56,320,-280,-148,-212,-48,0,5,0,2,4,1
470,1785849417.9248,0.03343,7.2088,-41.0110,43.0769,64.5275,-28.5275,2.0503,18.4071,-81.5170,97.2944,28.9254,63.1099,1.9783,471.741,163.450,150.796,155.634,705.100,59.173,250,-850,1100,300,650,0,84,304,-244,44,-296,-40,3,7,0,1,6,0
471,1785849417.9581,0.03337,7.2088,-43.3846,46.1538,64.2637,-26.0659,2.1825,0.0000,-71.1287,92.2038,-7.9032,73.7631,3.9638,-551.590,311.298,-152.546,-1103.614,319.235,59.499,-50,-750,1000,-100,800,50,28,352,-260,200,-164,36,0,16,0,8,0,0
472,1785849417.9915,0.03342,6.8571,-45.9341,49.2308,62.9451,-24.3956,2.1825,-10.5219,-76.2835,92.0663,-39.4570,49.9788,0.0000,-314.830,-154.240,-4.115,-944.138,-711.661,-118.603,-100,-900,1050,-400,450,0,-112,320,-288,192,76,-24,2,8,0,5,3,0
473,1785849418.0249,0.03334,7.1209,-48.7473,52.2198,61.2747,-24.7473,2.1825,7.9109,-84.3826,89.6565,-50.1021,-10.5478,0.0000,552.896,-242.934,-72.284,-319.305,-1815.519,0.000,150,-900,1050,-600,0,0,64,300,-272,204,192,24,1,4,0,4,6,0
474,1785849418.0582,0.03341,7.4725,-51.2967,55.4725,59.4286,-26.2418,2.1825,10.5257,-76.3116,97.3631,-55.2601,-44.7344,0.0000,78.270,241.585,230.678,-154.392,-1023.292,0.000,150,-900,1100,-650,-500,0,36,328,-260,336,200,36,1,10,0,11,3,0
475,1785849418.0919,0.03346,7.5604,-53.8462,58.5495,56.6154,-28.3516,2.1825,2.6274,-76.1950,91.9595,-84.0772,-63.0579,0.0000,-236.056,3.485,-161.496,-861.252,-547.633,0.000,50,-850,1100,-850,-800,0,80,316,-272,320,200,20,3,9,0,5,0,0
476,1785849418.1251,0.03335,6.8571,-56.4835,61.6264,53.8022,-30.1978,2.1825,-21.0912,-79.0921,92.2741,-84.3649,-55.3645,0.0000,-711.300,-86.881,9.435,-8.626,230.720,0.000,-200,-900,1000,-950,-600,0,-64,212,-188,212,88,40,1,0,0,0,0,0
477,1785849418.1584,0.03337,6.7692,-58.4176,63.8242,52.1319,-30.6374,2.1825,-2.6345,-57.9598,65.8634,-50.0562,-13.1727,0.0000,553.107,633.289,-791.472,1028.158,1264.397,0.000,0,-750,900,-550,-150,0,-48,-36,44,36,-116,-28,0,1,3,0,4,0
478,1785849418.1919,0.03342,7.2967,-58.2418,64.2637,51.7802,-29.8462,2.1825,15.7810,5.2603,13.1509,-10.5207,23.6715,0.0000,550.960,1891.432,-1577.064,1182.831,1102.312,0.000,150,0,150,-200,300,0,-24,-132,112,112,-84,0,0,2,5,4,0,0
479,1785849418.2252,0.03336,7.5604,-57.4505,64.2637,51.1648,-29.4945,2.1825,7.9069,23.7206,0.0000,-18.4493,10.5425,0.0000,-236.069,553.442,-394.265,-237.703,-393.612,0.000,150,300,0,-200,250,0,60,-52,40,40,44,-24,1,0,0,0,1,0
480,1785849418.2585,0.03338,7.2967,-56.8352,64.3516,51.0769,-29.5824,2.1825,-7.9010,18.4357,2.6337,-2.6337,-2.6337,0.0000,-473.574,-158.324,78.900,473.807,-394.733,0.000,-150,150,0,0,0,0,44,-164,-28,116,104,24,1,3,0,6,2,0
481,1785849418.2921,0.03344,6.6813,-55.6044,64.7033,50.4615,-30.2857,2.1825,-18.4044,36.8088,10.5168,-18.4044,-21.0336,0.0000,-314.126,549.486,235.762,-471.658,-550.290,0.000,-200,450,150,-300,-300,0,20,32,-36,52,160,0,0,1,0,0,2,0
482,1785849418.3254,0.03334,6.5055,-55.2527,65.2308,50.1099,-31.6044,2.1825,-5.2730,10.5460,15.8190,-10.5460,-39.5475,0.0000,393.813,-787.626,159.014,235.675,-555.235,0.000,-50,50,200,-150,-400,0,52,148,-44,-132,152,0,2,6,0,4,2,0
483,1785849418.3587,0.03334,6.6813,-55.9560,65.5824,51.1648,-33.0110,2.1825,5.2741,-21.0964,10.5482,31.6446,-42.1928,0.0000,316.376,-949.161,-158.105,1265.570,-79.351,0.000,100,-200,250,450,-450,0,112,-64,148,-140,108,0,4,1,8,1,0,0
484,1785849418.3921,0.03339,6.1538,-55.6044,65.4066,52.2198,-33.8901,2.1825,-15.7987,10.5325,-5.2662,31.5974,-26.3311,0.0000,-631.166,947.338,-473.669,-1.415,475.084,0.000,-250,50,-50,300,-250,0,-20,-44,20,60,52,60,0,0,0,3,0,2
485,1785849418.4254,0.03335,5.7143,-55.1648,65.6703,52.2198,-34.1538,2.1825,-13.1788,13.1788,7.9073,0.0000,-7.9073,0.0000,78.548,79.343,394.967,-947.348,552.381,0.000,-250,150,100,50,50,0,56,116,-172,24,208,0,0,3,3,0,6,0
486,1785849418.4589,0.0334,5.5385,-55.9560,67.3407,52.3956,-35.8242,2.1825,-5.2642,-23.6890,50.0102,5.2642,-50.0102,0.0000,236.966,-1103.837,1260.575,157.613,-1260.575,0.000,-50,-400,450,50,-550,0,48,268,-108,-132,176,0,0,9,0,3,1,0
487,1785849418.4922,0.0334,5.5385,-57.6264,68.8352,53.6264,-37.4945,2.1825,0.0000,-50.0156,44.7508,36.8536,-50.0156,0.0000,157.630,-788.308,-157.487,945.896,-0.160,0.000,0,-600,550,450,-550,0,84,140,100,-148,176,-24,2,0,5,0,3,0
488,1785849418.5256,0.03338,4.9231,-58.5934,68.8352,54.8571,-39.0769,2.1825,-18.4357,-28.9703,0.0000,36.8713,-47.4060,0.0000,-552.295,630.472,-1340.642,0.533,78.177,0.000,-200,-350,0,500,-550,0,48,64,84,-68,296,28,1,1,3,0,10,0
489,1785849418.559,0.03336,4.1319,-59.2967,68.6593,55.4725,-41.5385,2.1825,-23.7149,-21.0799,-5.2700,18.4449,-73.7796,0.0000,-158.234,236.500,-157.957,-552.295,-790.496,0.000,-300,-250,-150,250,-850,0,52,-32,48,24,340,-24,1,1,1,0,5,0
490,1785849418.5924,0.0334,3.7802,-58.9451,68.6593,55.6484,-44.6154,2.1825,-10.5277,10.5277,0.0000,5.2638,-92.1173,0.0000,394.800,946.272,157.773,-394.616,-548.994,0.000,-150,-50,0,50,-1000,0,76,-128,140,-92,296,0,2,3,9,2,2,0
491,1785849418.6259,0.03347,3.6923,-57.7143,68.5714,56.2637,-47.5165,2.1825,-2.6264,36.7691,-2.6264,18.3845,-86.6699,0.0000,236.051,783.957,-78.462,391.979,162.739,0.000,0,450,-50,150,-1000,0,72,-116,180,44,296,32,1,1,12,1,5,0
492,1785849418.6592,0.03334,2.9890,-56.4835,68.2198,56.2637,-50.1538,2.1825,-21.0966,36.9190,-10.5483,0.0000,-79.1122,0.0000,-554.046,4.498,-237.632,-551.475,226.707,0.000,-200,500,-150,50,-900,0,-156,-256,168,168,228,0,6,5,10,6,0,0
493,1785849418.6926,0.0334,3.6044,-54.3736,67.6923,55.1209,-52.0879,2.1825,18.4255,63.1732,-15.7933,-34.2188,-57.9088,0.0000,1183.350,786.089,-157.043,-1024.562,634.861,0.000,300,650,-250,-450,-650,0,-84,-156,-32,88,32,-20,1,0,0,0,0,0
494,1785849418.726,0.03335,4.4835,-52.7033,67.9560,54.3297,-52.6154,2.1825,26.3619,50.0875,7.9086,-23.7257,-15.8171,0.0000,237.984,-392.396,710.739,314.654,1262.187,0.000,300,600,100,-350,-50,0,112,-84,124,-56,-28,0,5,0,9,1,0,0
495,1785849418.7594,0.03344,4.0440,-51.3846,68.0440,54.5934,-52.5275,2.1825,-13.1444,39.4332,2.6289,7.8866,2.6289,0.0000,-1181.376,-318.602,-157.881,945.319,551.600,0.000,-100,450,0,100,0,0,56,-120,240,0,28,-20,0,0,27,0,1,0
496,1785849418.7928,0.03342,3.1648,-50.4176,67.3407,54.5934,-52.4396,2.1825,-26.3076,28.9384,-21.0461,0.0000,2.6308,0.0000,-393.908,-314.057,-708.472,-236.007,0.056,0.000,-250,250,-250,-50,50,0,-36,96,64,104,108,28,1,4,2,2,4,0
497,1785849418.8261,0.03334,3.5165,-50.8571,67.3407,53.9780,-53.2308,2.1825,10.5485,-13.1856,0.0000,-18.4598,-23.7340,0.0000,1105.579,-1263.601,631.324,-553.743,-790.871,0.000,0,-50,0,-200,-350,0,132,160,-28,116,236,-36,3,3,0,4,7,0
498,1785849418.8595,0.03339,3.1648,-51.9121,67.9560,53.3626,-55.4286,2.1825,-10.5310,-31.5929,18.4292,-18.4292,-65.8186,0.0000,-631.276,-551.254,551.909,0.916,-1260.328,0.000,-50,-350,200,-200,-750,0,80,56,140,156,160,28,1,0,8,3,0,0
499,1785849418.8931,0.03339,2.1978,-52.0000,67.6044,52.4835,-56.5714,2.1825,-28.9586,-2.6326,-10.5304,-26.3260,-34.2238,0.0000,-551.830,867.242,-867.220,-236.476,946.134,0.000,-400,50,0,-250,-450,0,-64,-40,280,-80,128,36,1,0,20,2,1,1
500,1785849418.9263,0.03336,2.1099,-51.8242,66.1978,52.9231,-57.8022,2.1825,-2.6350,5.2700,-42.1602,13.1751,-36.8901,0.0000,789.003,236.867,-948.046,1183.975,-79.919,0.000,-50,50,-450,-50,-400,0,0,164,136,-184,228,-20,0,9,2,4,6,0
501,1785849418.9597,0.03341,2.8132,-52.6154,65.6703,54.5055,-59.9121,2.1825,21.0530,-23.6846,-15.7898,47.3693,-63.1590,0.0000,709.095,-866.750,789.391,1023.595,-786.353,0.000,350,-250,-100,500,-700,0,44,116,72,-112,196,-20,1,2,3,0,2,0
502,1785849419.0771,0.11733,2.7253,-52.7033,65.4945,56.1758,-65.9780,2.1825,-0.7493,-0.7493,-1.4985,14.2361,-51.6994,0.0000,-185.819,195.476,121.803,-282.391,97.669,0.000,250,0,0,100,-350,0,40,32,124,0,56,20,0,0,9,0,0,0
503,1785849419.1102,0.03321,2.6374,-52.7033,65.4066,56.2637,-66.3297,2.1825,-2.6471,0.0000,-2.6471,2.6471,-10.5883,0.0000,-57.144,22.561,-34.583,-348.951,1237.878,0.000,0,0,-50,0,-150,0,-68,112,136,88,-72,24,2,4,8,2,2,0
504,1785849419.1438,0.03349,2.4615,-52.9670,65.4066,55.5604,-65.7143,2.1825,-5.2506,-7.8759,0.0000,-21.0024,18.3771,0.0000,-77.749,-235.197,79.049,-706.241,864.990,0.000,-200,-50,0,-100,350,0,-120,64,244,280,-268,-24,5,0,25,13,16,0
505,1785849419.177,0.03331,3.3407,-53.2308,64.7912,53.5385,-63.6044,2.1825,26.3899,-7.9170,-18.4729,-60.6968,63.3358,0.0000,949.802,-1.233,-554.531,-1191.568,1349.594,0.000,250,-100,-300,-650,600,0,-164,-68,216,256,-364,0,3,1,17,3,8,0
506,1785849419.2104,0.03338,4.7473,-52.8791,63.4725,51.6044,-60.7033,2.1825,42.1413,10.5353,-39.5075,-57.9443,86.9164,0.0000,471.908,552.828,-630.190,82.466,706.471,0.000,500,200,-400,-700,1000,0,-52,-192,304,72,-300,0,0,5,18,0,2,0
507,1785849419.2439,0.03342,5.5385,-51.2088,61.6264,51.0769,-58.0659,2.1825,23.6777,49.9862,-55.2479,-15.7851,78.9255,0.0000,-552.541,1180.604,-471.047,1261.652,-239.134,0.000,150,450,-650,-300,800,0,-68,28,136,-116,-312,-24,1,1,1,4,8,0
508,1785849419.2772,0.03337,5.9780,-51.0330,61.0110,51.8681,-55.2527,2.1825,13.1737,5.2695,-18.4431,23.7126,84.3114,0.0000,-314.806,-1340.163,1103.041,1183.748,161.414,0.000,200,100,-100,200,900,0,-76,156,-64,-148,-300,20,0,6,1,3,3,0
509,1785849419.3106,0.03341,6.1538,-52.1758,61.7143,52.8352,-52.3516,2.1825,5.2619,-34.2023,21.0476,28.9404,86.8213,0.0000,-236.775,-1181.273,1181.839,156.454,75.113,0.000,50,-450,100,300,1050,0,68,272,-100,56,-272,-24,2,9,0,2,2,0
510,1785849419.344,0.03337,6.3297,-54.0220,63.1209,52.9231,-49.8022,2.1825,5.2686,-55.3201,42.1487,2.6343,76.3945,0.0000,0.200,-632.797,632.296,-788.265,-312.440,0.000,0,-600,450,0,1000,0,100,272,-88,-24,-308,0,2,10,0,0,3,0
